"","dimension","regex","token"
"668","social_and_community","\bcollective well beings\b","collective well beings"
"669","social_and_community","\bcollectively\b","collectively"
"670","social_and_community","\bcommitments\b","commitments"
"671","social_and_community","\bcommon\b","common"
"672","social_and_community","\bcommunal\b","communal"
"673","social_and_community","\bcommunities\b","communities"
"674","social_and_community","\bcommunity\b","community"
"675","social_and_community","\bcommunity development\b","community development"
"676","social_and_community","\bcommunity developments\b","community developments"
"677","social_and_community","\bcommunity group\b","community group"
"678","social_and_community","\bcommunity groups\b","community groups"
"679","social_and_community","\bcommunity impact\b","community impact"
"680","social_and_community","\bcommunity minded\b","community minded"
"681","social_and_community","\bcommunity mission\b","community mission"
"682","social_and_community","\bcommunity outreach\b","community outreach"
"683","social_and_community","\bcommunity policies\b","community policies"
"684","social_and_community","\bcommunity policy\b","community policy"
"685","social_and_community","\bcommunity project\b","community project"
"686","social_and_community","\bcommunity projects\b","community projects"
"687","social_and_community","\bconcern\b","concern"
"688","social_and_community","\bconflict mineral\b","conflict mineral"
"689","social_and_community","\bconflict minerals\b","conflict minerals"
"690","social_and_community","\bcontribution\b","contribution"
"691","social_and_community","\bcorporate foundation\b","corporate foundation"
"692","social_and_community","\bcountries\b","countries"
"693","social_and_community","\bcountry\b","country"
"694","social_and_community","\bcounty\b","county"
"695","social_and_community","\bcsr\b","csr"
"696","social_and_community","\bcultural preservation\b","cultural preservation"
"697","social_and_community","\bcultures\b","cultures"
"698","social_and_community","\bcustodian\b","custodian"
"699","social_and_community","\bdelegation\b","delegation"
"700","social_and_community","\bdemographic\b","demographic"
"701","social_and_community","\bdevelopment\b","development"
"702","social_and_community","\bdiet\b","diet"
"703","social_and_community","\bdisability\b","disability"
"704","social_and_community","\bdisable\b","disable"
"705","social_and_community","\bdisabled\b","disabled"
"706","social_and_community","\bdisclosure\b","disclosure"
"707","social_and_community","\bdisclosures\b","disclosures"
"708","social_and_community","\bdiverse\b","diverse"
"709","social_and_community","\bdiversification\b","diversification"
"710","social_and_community","\bdiversified\b","diversified"
"711","social_and_community","\bdiversify\b","diversify"
"712","social_and_community","\bdiversifying\b","diversifying"
"713","social_and_community","\bdiversity\b","diversity"
"714","social_and_community","\bdrinking\b","drinking"
"715","social_and_community","\beducate\b","educate"
"716","social_and_community","\beducating\b","educating"
"717","social_and_community","\beducation\b","education"
"718","social_and_community","\beducational\b","educational"
"719","social_and_community","\belected\b","elected"
"720","social_and_community","\belection\b","election"
"721","social_and_community","\bemploy\b","employ"
"722","social_and_community","\bemployed\b","employed"
"723","social_and_community","\bemploying\b","employing"
"724","social_and_community","\bemployment\b","employment"
"725","social_and_community","\bemploys\b","employs"
"726","social_and_community","\bempower\b","empower"
"727","social_and_community","\bempowered\b","empowered"
"728","social_and_community","\bempowering\b","empowering"
"729","social_and_community","\bempowerment\b","empowerment"
"730","social_and_community","\bempowers\b","empowers"
"731","social_and_community","\benabling\b","enabling"
"732","social_and_community","\bengage\b","engage"
"733","social_and_community","\bengaging\b","engaging"
"734","social_and_community","\bequal\b","equal"
"735","social_and_community","\bethic\b","ethic"
"736","social_and_community","\bethically\b","ethically"
"737","social_and_community","\bfairness\b","fairness"
"738","social_and_community","\bfamilies\b","families"
"739","social_and_community","\bfamily\b","family"
"740","social_and_community","\bfemale\b","female"
"741","social_and_community","\bfood pantries\b","food pantries"
"742","social_and_community","\bfood pantry\b","food pantry"
"743","social_and_community","\bfoodbank\b","foodbank"
"744","social_and_community","\bfoodbanks\b","foodbanks"
"745","social_and_community","\bfreedom\b","freedom"
"746","social_and_community","\bfund\b","fund"
"747","social_and_community","\bfundraising\b","fundraising"
"748","social_and_community","\bfunds\b","funds"
"749","social_and_community","\bfuture\b","future"
"750","social_and_community","\bfuture generation\b","future generation"
"751","social_and_community","\bfuture generations\b","future generations"
"752","social_and_community","\bgiving\b","giving"
"753","social_and_community","\bgovernment\b","government"
"754","social_and_community","\bgovernments\b","governments"
"755","social_and_community","\bgroups of stakeholders\b","groups of stakeholders"
"756","social_and_community","\bhabitat\b","habitat"
"757","social_and_community","\bhealthcare\b","healthcare"
"758","social_and_community","\bhealthcaring\b","healthcaring"
"759","social_and_community","\bhelp\b","help"
"760","social_and_community","\bhope\b","hope"
"761","social_and_community","\bhuman\b","human"
"762","social_and_community","\bhuman being\b","human being"
"763","social_and_community","\bhumanitarian\b","humanitarian"
"764","social_and_community","\bhumans\b","humans"
"765","social_and_community","\bhungry\b","hungry"
"766","social_and_community","\bimpact on community\b","impact on community"
"767","social_and_community","\bimpact on local communities\b","impact on local communities"
"768","social_and_community","\bimpact on local community\b","impact on local community"
"769","social_and_community","\bimpact on society\b","impact on society"
"770","social_and_community","\bimprove\b","improve"
"771","social_and_community","\bimprovements\b","improvements"
"772","social_and_community","\bindigenous\b","indigenous"
"773","social_and_community","\bindigenous people\b","indigenous people"
"774","social_and_community","\bindigenous peoples\b","indigenous peoples"
"775","social_and_community","\binnovation\b","innovation"
"776","social_and_community","\bintelligence\b","intelligence"
"777","social_and_community","\binvolve\b","involve"
"778","social_and_community","\binvolved\b","involved"
"779","social_and_community","\binvolvement\b","involvement"
"780","social_and_community","\bjeopardize\b","jeopardize"
"781","social_and_community","\bjeopardized\b","jeopardized"
"782","social_and_community","\bjeopardizes\b","jeopardizes"
"783","social_and_community","\bjeopardizing\b","jeopardizing"
"784","social_and_community","\bjob creation\b","job creation"
"785","social_and_community","\blabor\b","labor"
"786","social_and_community","\blawfulness\b","lawfulness"
"787","social_and_community","\blaws\b","laws"
"788","social_and_community","\blead\b","lead"
"789","social_and_community","\bleadership\b","leadership"
"790","social_and_community","\blearned\b","learned"
"791","social_and_community","\blearning\b","learning"
"792","social_and_community","\blegal\b","legal"
"793","social_and_community","\bless fortunate\b","less fortunate"
"794","social_and_community","\blife benefits\b","life benefits"
"795","social_and_community","\blifestyles\b","lifestyles"
"796","social_and_community","\blives\b","lives"
"797","social_and_community","\bliving\b","living"
"798","social_and_community","\blocal community\b","local community"
"799","social_and_community","\blocal development\b","local development"
"800","social_and_community","\blocal developments\b","local developments"
"801","social_and_community","\blocale\b","locale"
"802","social_and_community","\bmeaningful\b","meaningful"
"803","social_and_community","\bmedicaid\b","medicaid"
"804","social_and_community","\bmedicare\b","medicare"
"805","social_and_community","\bmedicinal\b","medicinal"
"806","social_and_community","\bminimize\b","minimize"
"807","social_and_community","\bminority\b","minority"
"808","social_and_community","\bmission\b","mission"
"809","social_and_community","\bmoral\b","moral"
"810","social_and_community","\bmortality\b","mortality"
"811","social_and_community","\bmultinational\b","multinational"
"812","social_and_community","\bnative\b","native"
"813","social_and_community","\bnative people\b","native people"
"814","social_and_community","\bnative peoples\b","native peoples"
"815","social_and_community","\bnatural\b","natural"
"816","social_and_community","\bnaturally\b","naturally"
"817","social_and_community","\bnature\b","nature"
"818","social_and_community","\bnot for profit\b","not for profit"
"819","social_and_community","\bopen\b","open"
"820","social_and_community","\boppressive regimes\b","oppressive regimes"
"821","social_and_community","\borganization's involvement\b","organization's involvement"
"822","social_and_community","\borganizational involvement\b","organizational involvement"
"823","social_and_community","\borphan\b","orphan"
"824","social_and_community","\borphans\b","orphans"
"825","social_and_community","\boutperform\b","outperform"
"826","social_and_community","\boutsource\b","outsource"
"827","social_and_community","\boutsources\b","outsources"
"828","social_and_community","\boutsourcing\b","outsourcing"
"829","social_and_community","\bownership\b","ownership"
"830","social_and_community","\bowns\b","owns"
"831","social_and_community","\bparticipant\b","participant"
"832","social_and_community","\bparticipants\b","participants"
"833","social_and_community","\bparticipating\b","participating"
"834","social_and_community","\bparties\b","parties"
"835","social_and_community","\bpartner\b","partner"
"836","social_and_community","\bpartners\b","partners"
"837","social_and_community","\bpartnerships\b","partnerships"
"838","social_and_community","\bparty\b","party"
"839","social_and_community","\bpeople\b","people"
"840","social_and_community","\bpeople group\b","people group"
"841","social_and_community","\bpeople groups\b","people groups"
"842","social_and_community","\bperformance\b","performance"
"843","social_and_community","\bperformers\b","performers"
"844","social_and_community","\bperson\b","person"
"845","social_and_community","\bpersonal\b","personal"
"846","social_and_community","\bpersons\b","persons"
"847","social_and_community","\bphilanthropic\b","philanthropic"
"848","social_and_community","\bphilanthropies\b","philanthropies"
"849","social_and_community","\bphilanthropy\b","philanthropy"
"850","social_and_community","\bphilosophies\b","philosophies"
"851","social_and_community","\bplan\b","plan"
"852","social_and_community","\bplurality\b","plurality"
"853","social_and_community","\bpoor\b","poor"
"854","social_and_community","\bpoor individual\b","poor individual"
"855","social_and_community","\bpoor individuals\b","poor individuals"
"856","social_and_community","\bpoor people\b","poor people"
"857","social_and_community","\bprejudiced\b","prejudiced"
"858","social_and_community","\bprejudices\b","prejudices"
"859","social_and_community","\bpreservation\b","preservation"
"860","social_and_community","\bpreserve culture\b","preserve culture"
"861","social_and_community","\bprevented\b","prevented"
"862","social_and_community","\bprinciples\b","principles"
"863","social_and_community","\bprivileges\b","privileges"
"864","social_and_community","\bprofit sharing\b","profit sharing"
"865","social_and_community","\bprojects\b","projects"
"866","social_and_community","\bprotected\b","protected"
"867","social_and_community","\bprotections\b","protections"
"868","social_and_community","\bpublicly\b","publicly"
"869","social_and_community","\brace\b","race"
"870","social_and_community","\brape\b","rape"
"871","social_and_community","\brebuilding\b","rebuilding"
"872","social_and_community","\brecognition\b","recognition"
"873","social_and_community","\brecognize\b","recognize"
"874","social_and_community","\brecognized\b","recognized"
"875","social_and_community","\brecovery\b","recovery"
"876","social_and_community","\bredeemable\b","redeemable"
"877","social_and_community","\breduce\b","reduce"
"878","social_and_community","\breduces\b","reduces"
"879","social_and_community","\bregulate\b","regulate"
"880","social_and_community","\bregulations\b","regulations"
"881","social_and_community","\bregulatory\b","regulatory"
"882","social_and_community","\brelations\b","relations"
"883","social_and_community","\brelationship\b","relationship"
"884","social_and_community","\brelationships\b","relationships"
"885","social_and_community","\breliability\b","reliability"
"886","social_and_community","\breligious\b","religious"
"887","social_and_community","\brely\b","rely"
"888","social_and_community","\brenew\b","renew"
"889","social_and_community","\brenovation\b","renovation"
"890","social_and_community","\brespect\b","respect"
"891","social_and_community","\brespects\b","respects"
"892","social_and_community","\bresponsibility\b","responsibility"
"893","social_and_community","\bresponsible\b","responsible"
"894","social_and_community","\brole\b","role"
"895","social_and_community","\bsafe\b","safe"
"896","social_and_community","\bsafety\b","safety"
"897","social_and_community","\bscholarships\b","scholarships"
"898","social_and_community","\bservice\b","service"
"899","social_and_community","\bservices\b","services"
"900","social_and_community","\bshared norms\b","shared norms"
"901","social_and_community","\bsick\b","sick"
"902","social_and_community","\bsocial\b","social"
"903","social_and_community","\bsocial activities\b","social activities"
"904","social_and_community","\bsocial inclination\b","social inclination"
"905","social_and_community","\bsocial issue\b","social issue"
"906","social_and_community","\bsocial issues\b","social issues"
"907","social_and_community","\bsocial policies\b","social policies"
"908","social_and_community","\bsocial policy\b","social policy"
"909","social_and_community","\bsocially\b","socially"
"910","social_and_community","\bsocially inclined\b","socially inclined"
"911","social_and_community","\bsocially minded\b","socially minded"
"912","social_and_community","\bsocietal\b","societal"
"913","social_and_community","\bsocietal development\b","societal development"
"914","social_and_community","\bsocietal developments\b","societal developments"
"915","social_and_community","\bsocietal impact\b","societal impact"
"916","social_and_community","\bsponsors'\b","sponsors'"
"917","social_and_community","\bsponsorship\b","sponsorship"
"918","social_and_community","\bstakeholders\b","stakeholders"
"919","social_and_community","\bsustain\b","sustain"
"920","social_and_community","\bsustainability\b","sustainability"
"921","social_and_community","\bsustainable\b","sustainable"
"922","social_and_community","\bsustained\b","sustained"
"923","social_and_community","\bsustaining\b","sustaining"
"924","social_and_community","\bsustains\b","sustains"
"925","social_and_community","\bsweat shops\b","sweat shops"
"926","social_and_community","\btalented\b","talented"
"927","social_and_community","\bteam\b","team"
"928","social_and_community","\bteams\b","teams"
"929","social_and_community","\btrained\b","trained"
"930","social_and_community","\btransparency\b","transparency"
"931","social_and_community","\btransparent\b","transparent"
"932","social_and_community","\btrust\b","trust"
"933","social_and_community","\btrustees\b","trustees"
"934","social_and_community","\btruthfulness\b","truthfulness"
"935","social_and_community","\bunconditional\b","unconditional"
"936","social_and_community","\bunemployable\b","unemployable"
"937","social_and_community","\bunethical\b","unethical"
"938","social_and_community","\bunfair\b","unfair"
"939","social_and_community","\bunfriendly\b","unfriendly"
"940","social_and_community","\bunionized\b","unionized"
"941","social_and_community","\bunions\b","unions"
"942","social_and_community","\bunited\b","united"
"943","social_and_community","\bunrestricted\b","unrestricted"
"944","social_and_community","\bunsafe\b","unsafe"
"945","social_and_community","\buprooting\b","uprooting"
"946","social_and_community","\burban\b","urban"
"947","social_and_community","\burban planning\b","urban planning"
"948","social_and_community","\burbanization\b","urbanization"
"949","social_and_community","\bvoluntarily\b","voluntarily"
"950","social_and_community","\bvoluntary\b","voluntary"
"951","social_and_community","\bvolunteer\b","volunteer"
"952","social_and_community","\bvolunteerism\b","volunteerism"
"953","social_and_community","\bvolunteers\b","volunteers"
"954","social_and_community","\bvote\b","vote"
"955","social_and_community","\bvoting\b","voting"
"956","social_and_community","\bvulnerability\b","vulnerability"
"957","social_and_community","\bvulnerable\b","vulnerable"
"958","social_and_community","\bwater\b","water"
"959","social_and_community","\bwaters\b","waters"
"960","social_and_community","\bwell being\b","well being"
"961","social_and_community","\bwell beings\b","well beings"
"962","social_and_community","\bwellness\b","wellness"
"963","social_and_community","\bwomen\b","women"
"964","social_and_community","\bwork\b","work"
"965","social_and_community","\bworld\b","world"
"966","social_and_community","\bwrongdoers\b","wrongdoers"
"967","social_and_community","\bwrongdoing\b","wrongdoing"
"968","social_and_community","\bwrongfully\b","wrongfully"
"969","social_and_community","\bzone\b","zone"
"970","social_and_community","\bzones\b","zones"
"971","environment","\babuse\b","abuse"
"972","environment","\baccept\b","accept"
"973","environment","\baccepted\b","accepted"
"974","environment","\baccommodating\b","accommodating"
"975","environment","\baccommodation\b","accommodation"
"976","environment","\baccountability\b","accountability"
"977","environment","\bacid rain\b","acid rain"
"978","environment","\bacid rains\b","acid rains"
"979","environment","\bactivities\b","activities"
"980","environment","\badopt\b","adopt"
"981","environment","\badopted\b","adopted"
"982","environment","\badverse\b","adverse"
"983","environment","\badversely\b","adversely"
"984","environment","\baffluence\b","affluence"
"985","environment","\baffluences\b","affluences"
"986","environment","\bagreements\b","agreements"
"987","environment","\bagricultural\b","agricultural"
"988","environment","\bagriculture\b","agriculture"
"989","environment","\bagro\b","agro"
"990","environment","\baids\b","aids"
"991","environment","\bair filtration\b","air filtration"
"992","environment","\balternative energy\b","alternative energy"
"993","environment","\bamazon\b","amazon"
"994","environment","\bamazon rain forest\b","amazon rain forest"
"995","environment","\bancient ruins\b","ancient ruins"
"996","environment","\banimal\b","animal"
"997","environment","\banti\b","anti"
"998","environment","\barms\b","arms"
"999","environment","\bassurance\b","assurance"
"1000","environment","\battention\b","attention"
"1001","environment","\battributable\b","attributable"
"1002","environment","\baudit\b","audit"
"1003","environment","\bauditor\b","auditor"
"1004","environment","\bauditors\b","auditors"
"1005","environment","\bauthenticate\b","authenticate"
"1006","environment","\bauthenticity\b","authenticity"
"1007","environment","\bawareness\b","awareness"
"1008","environment","\bbalancing\b","balancing"
"1009","environment","\bbarge\b","barge"
"1010","environment","\bbaselines\b","baselines"
"1011","environment","\bbasin\b","basin"
"1012","environment","\bbeautiful\b","beautiful"
"1013","environment","\bbeauty\b","beauty"
"1014","environment","\bbeneficially\b","beneficially"
"1015","environment","\bbeneficiary\b","beneficiary"
"1016","environment","\bbenefit\b","benefit"
"1017","environment","\bbenefits\b","benefits"
"1018","environment","\bbio diversities\b","bio diversities"
"1019","environment","\bbiodiversity\b","biodiversity"
"1020","environment","\bboard\b","board"
"1021","environment","\bbody\b","body"
"1022","environment","\bboundaries\b","boundaries"
"1023","environment","\bbribe\b","bribe"
"1024","environment","\bbroad\b","broad"
"1025","environment","\bbromides\b","bromides"
"1026","environment","\bbromine\b","bromine"
"1027","environment","\bbromines\b","bromines"
"1028","environment","\bbuilding\b","building"
"1029","environment","\bbull\b","bull"
"1030","environment","\bburn\b","burn"
"1031","environment","\bbylaws\b","bylaws"
"1032","environment","\bcage\b","cage"
"1033","environment","\bcaged animal\b","caged animal"
"1034","environment","\bcaged animals\b","caged animals"
"1035","environment","\bcarbon\b","carbon"
"1036","environment","\bcarbon dioxide\b","carbon dioxide"
"1037","environment","\bcarbon dioxides\b","carbon dioxides"
"1038","environment","\bcarbon disclosure\b","carbon disclosure"
"1039","environment","\bcarbon disclosures\b","carbon disclosures"
"1040","environment","\bcarbon emission\b","carbon emission"
"1041","environment","\bcarbon emissions\b","carbon emissions"
"1042","environment","\bcarbonate\b","carbonate"
"1043","environment","\bcarbonated\b","carbonated"
"1044","environment","\bcarbonates\b","carbonates"
"1045","environment","\bcarbons\b","carbons"
"1046","environment","\bcarrying capacities\b","carrying capacities"
"1047","environment","\bcarrying capacity\b","carrying capacity"
"1048","environment","\bcarrying load\b","carrying load"
"1049","environment","\bcarrying loads\b","carrying loads"
"1050","environment","\bcatastrophic\b","catastrophic"
"1051","environment","\bchemicals\b","chemicals"
"1052","environment","\bchloride\b","chloride"
"1053","environment","\bchlorine\b","chlorine"
"1054","environment","\bcity\b","city"
"1055","environment","\bcivil\b","civil"
"1056","environment","\bclean energies\b","clean energies"
"1057","environment","\bclean energy\b","clean energy"
"1058","environment","\bclimate\b","climate"
"1059","environment","\bclimate change\b","climate change"
"1060","environment","\bclimate changes\b","climate changes"
"1061","environment","\bclimate event\b","climate event"
"1062","environment","\bco2\b","co2"
"1063","environment","\bcode\b","code"
"1064","environment","\bcollective well being\b","collective well being"
"1065","environment","\bconflict mineral\b","conflict mineral"
"1066","environment","\bconflict minerals\b","conflict minerals"
"1067","environment","\bconservation\b","conservation"
"1068","environment","\bconservationist\b","conservationist"
"1069","environment","\bconservationists\b","conservationists"
"1070","environment","\bconservations\b","conservations"
"1071","environment","\bconserve\b","conserve"
"1072","environment","\bcorn\b","corn"
"1073","environment","\bcorporate\b","corporate"
"1074","environment","\bcounties\b","counties"
"1075","environment","\bcountries\b","countries"
"1076","environment","\bcountry\b","country"
"1077","environment","\bcovenants\b","covenants"
"1078","environment","\bcrops\b","crops"
"1079","environment","\bcrud\b","crud"
"1080","environment","\bcultivation\b","cultivation"
"1081","environment","\bcustodian\b","custodian"
"1082","environment","\bcustoms\b","customs"
"1083","environment","\bcycle\b","cycle"
"1084","environment","\bdelegation\b","delegation"
"1085","environment","\bdemographic\b","demographic"
"1086","environment","\bdepleted\b","depleted"
"1087","environment","\bdepletes\b","depletes"
"1088","environment","\bdepleting\b","depleting"
"1089","environment","\bdepletion\b","depletion"
"1090","environment","\bdepletions\b","depletions"
"1091","environment","\bdesign\b","design"
"1092","environment","\bdioxide\b","dioxide"
"1093","environment","\bdioxides\b","dioxides"
"1094","environment","\bdisclosing\b","disclosing"
"1095","environment","\bdisclosure\b","disclosure"
"1096","environment","\bdisposal\b","disposal"
"1097","environment","\bdiverse\b","diverse"
"1098","environment","\bdiversification\b","diversification"
"1099","environment","\bdiversified\b","diversified"
"1100","environment","\bdiversify\b","diversify"
"1101","environment","\bdiversifying\b","diversifying"
"1102","environment","\bdouble bottom line\b","double bottom line"
"1103","environment","\bdwindling\b","dwindling"
"1104","environment","\beasements\b","easements"
"1105","environment","\beco system\b","eco system"
"1106","environment","\beco systems\b","eco systems"
"1107","environment","\becological\b","ecological"
"1108","environment","\beducate\b","educate"
"1109","environment","\beducating\b","educating"
"1110","environment","\beducation\b","education"
"1111","environment","\beducational\b","educational"
"1112","environment","\befficiencies\b","efficiencies"
"1113","environment","\befficiently\b","efficiently"
"1114","environment","\bemission\b","emission"
"1115","environment","\bemissions\b","emissions"
"1116","environment","\bemploy\b","employ"
"1117","environment","\benergy efficiencies\b","energy efficiencies"
"1118","environment","\benergy efficiency\b","energy efficiency"
"1119","environment","\benergy efficient\b","energy efficient"
"1120","environment","\benergy star\b","energy star"
"1121","environment","\benhancements\b","enhancements"
"1122","environment","\benhancing\b","enhancing"
"1123","environment","\benvironment\b","environment"
"1124","environment","\benvironmental\b","environmental"
"1125","environment","\benvironmental activism\b","environmental activism"
"1126","environment","\benvironmental activist\b","environmental activist"
"1127","environment","\benvironmental activists\b","environmental activists"
"1128","environment","\benvironmental activities\b","environmental activities"
"1129","environment","\benvironmental activity\b","environmental activity"
"1130","environment","\benvironmental disclosure\b","environmental disclosure"
"1131","environment","\benvironmental disclosures\b","environmental disclosures"
"1132","environment","\benvironmental impact\b","environmental impact"
"1133","environment","\benvironmental inclination\b","environmental inclination"
"1134","environment","\benvironmental management systems (ems)\b","environmental management systems (ems)"
"1135","environment","\benvironmental performance\b","environmental performance"
"1136","environment","\benvironmental policies\b","environmental policies"
"1137","environment","\benvironmental policy\b","environmental policy"
"1138","environment","\benvironmental position\b","environmental position"
"1139","environment","\benvironmental positions\b","environmental positions"
"1140","environment","\benvironmental protection agency\b","environmental protection agency"
"1141","environment","\benvironmental reform\b","environmental reform"
"1142","environment","\benvironmental reformation\b","environmental reformation"
"1143","environment","\benvironmental resource\b","environmental resource"
"1144","environment","\benvironmental resources\b","environmental resources"
"1145","environment","\benvironmental responsibilities\b","environmental responsibilities"
"1146","environment","\benvironmental responsibility\b","environmental responsibility"
"1147","environment","\benvironmental safety\b","environmental safety"
"1148","environment","\benvironmental stance\b","environmental stance"
"1149","environment","\benvironmental stewardship\b","environmental stewardship"
"1150","environment","\benvironmentalist\b","environmentalist"
"1151","environment","\benvironmentalists\b","environmentalists"
"1152","environment","\benvironmentally\b","environmentally"
"1153","environment","\benvironmentally friendly\b","environmentally friendly"
"1154","environment","\benvironmentally inclined\b","environmentally inclined"
"1155","environment","\benvironmentally safe\b","environmentally safe"
"1156","environment","\bepa\b","epa"
"1157","environment","\bepa standards\b","epa standards"
"1158","environment","\bequip\b","equip"
"1159","environment","\besg\b","esg"
"1160","environment","\bethic\b","ethic"
"1161","environment","\bethically\b","ethically"
"1162","environment","\bevolution\b","evolution"
"1163","environment","\bexceed capacity\b","exceed capacity"
"1164","environment","\bexceeded capacity\b","exceeded capacity"
"1165","environment","\bexceeds capacity\b","exceeds capacity"
"1166","environment","\bexcess capacities\b","excess capacities"
"1167","environment","\bexcess capacity\b","excess capacity"
"1168","environment","\bexit\b","exit"
"1169","environment","\bexpand\b","expand"
"1170","environment","\bfacility\b","facility"
"1171","environment","\bfair\b","fair"
"1172","environment","\bfairness\b","fairness"
"1173","environment","\bfarm\b","farm"
"1174","environment","\bfarm fresh\b","farm fresh"
"1175","environment","\bfarmer\b","farmer"
"1176","environment","\bfarmland\b","farmland"
"1177","environment","\bfarmlands\b","farmlands"
"1178","environment","\bflammability\b","flammability"
"1179","environment","\bflies\b","flies"
"1180","environment","\bfoodservice\b","foodservice"
"1181","environment","\bfossil\b","fossil"
"1182","environment","\bfossils\b","fossils"
"1183","environment","\bfree\b","free"
"1184","environment","\bfree range\b","free range"
"1185","environment","\bfree range animal\b","free range animal"
"1186","environment","\bfree range animals\b","free range animals"
"1187","environment","\bfreedom\b","freedom"
"1188","environment","\bfundraising\b","fundraising"
"1189","environment","\bfunds\b","funds"
"1190","environment","\bgenetically modified\b","genetically modified"
"1191","environment","\bglobal warming\b","global warming"
"1192","environment","\bgold\b","gold"
"1193","environment","\bgood profit\b","good profit"
"1194","environment","\bgreen building\b","green building"
"1195","environment","\bgreen buildings\b","green buildings"
"1196","environment","\bgreen engineering\b","green engineering"
"1197","environment","\bgri\b","gri"
"1198","environment","\bgri frameworks\b","gri frameworks"
"1199","environment","\bgri ratings\b","gri ratings"
"1200","environment","\bgri standards\b","gri standards"
"1201","environment","\bgroundwater\b","groundwater"
"1202","environment","\bgroves\b","groves"
"1203","environment","\bgrow\b","grow"
"1204","environment","\bguidelines\b","guidelines"
"1205","environment","\bharm\b","harm"
"1206","environment","\bharmony\b","harmony"
"1207","environment","\bharness wind energy\b","harness wind energy"
"1208","environment","\bharness wind power\b","harness wind power"
"1209","environment","\bhazardous\b","hazardous"
"1210","environment","\bhazardous waste\b","hazardous waste"
"1211","environment","\bhcfc\b","hcfc"
"1212","environment","\bhistoric sites\b","historic sites"
"1213","environment","\bhumanitarian\b","humanitarian"
"1214","environment","\bhumans\b","humans"
"1215","environment","\bhungry\b","hungry"
"1216","environment","\bhybrid\b","hybrid"
"1217","environment","\bhybrid car\b","hybrid car"
"1218","environment","\bhybrid energy\b","hybrid energy"
"1219","environment","\bhybrid vehicle\b","hybrid vehicle"
"1220","environment","\bhybrid vehicles\b","hybrid vehicles"
"1221","environment","\bhydro power\b","hydro power"
"1222","environment","\bhydro powered\b","hydro powered"
"1223","environment","\bhydrogen power\b","hydrogen power"
"1224","environment","\bhydrogen powered\b","hydrogen powered"
"1225","environment","\biirc\b","iirc"
"1226","environment","\bimpairments\b","impairments"
"1227","environment","\bimplementing\b","implementing"
"1228","environment","\bimprove\b","improve"
"1229","environment","\bimprovements\b","improvements"
"1230","environment","\bincentives\b","incentives"
"1231","environment","\bindemnification\b","indemnification"
"1232","environment","\bindependent\b","independent"
"1233","environment","\bindications\b","indications"
"1234","environment","\binfringe\b","infringe"
"1235","environment","\binfringement\b","infringement"
"1236","environment","\binfringing\b","infringing"
"1237","environment","\binnovation\b","innovation"
"1238","environment","\biso\b","iso"
"1239","environment","\bkld\b","kld"
"1240","environment","\bkld categories\b","kld categories"
"1241","environment","\bkld standards\b","kld standards"
"1242","environment","\bland conservation\b","land conservation"
"1243","environment","\bland conservationism\b","land conservationism"
"1244","environment","\bland conservationist\b","land conservationist"
"1245","environment","\bland conservationists\b","land conservationists"
"1246","environment","\blifestyle of health and sustainability\b","lifestyle of health and sustainability"
"1247","environment","\blives\b","lives"
"1248","environment","\bliving\b","living"
"1249","environment","\blocale\b","locale"
"1250","environment","\bmaintenance\b","maintenance"
"1251","environment","\bmaps\b","maps"
"1252","environment","\bmaterial stewardship\b","material stewardship"
"1253","environment","\bmaterials\b","materials"
"1254","environment","\bmaximum capacities\b","maximum capacities"
"1255","environment","\bmaximum capacity\b","maximum capacity"
"1256","environment","\bmeaningful\b","meaningful"
"1257","environment","\bmembers\b","members"
"1258","environment","\bmigration\b","migration"
"1259","environment","\bmsci\b","msci"
"1260","environment","\bnatural\b","natural"
"1261","environment","\bnatural resource\b","natural resource"
"1262","environment","\bnatural resources\b","natural resources"
"1263","environment","\bnature\b","nature"
"1264","environment","\bnuclear\b","nuclear"
"1265","environment","\borganic\b","organic"
"1266","environment","\bovercapacity\b","overcapacity"
"1267","environment","\boxidation\b","oxidation"
"1268","environment","\bozone\b","ozone"
"1269","environment","\bozone depleting\b","ozone depleting"
"1270","environment","\bozone depletion\b","ozone depletion"
"1271","environment","\bozone depletions\b","ozone depletions"
"1272","environment","\bpetroleum\b","petroleum"
"1273","environment","\bpipelines\b","pipelines"
"1274","environment","\bplant\b","plant"
"1275","environment","\bpollutant\b","pollutant"
"1276","environment","\bpollutants\b","pollutants"
"1277","environment","\bpolluting\b","polluting"
"1278","environment","\bpollution\b","pollution"
"1279","environment","\bpollution prevention\b","pollution prevention"
"1280","environment","\bpower\b","power"
"1281","environment","\bpractices\b","practices"
"1282","environment","\bpreservation\b","preservation"
"1283","environment","\bpreserve\b","preserve"
"1284","environment","\bpreserve way of life\b","preserve way of life"
"1285","environment","\bpreserves\b","preserves"
"1286","environment","\bprevention\b","prevention"
"1287","environment","\bpro environmental\b","pro environmental"
"1288","environment","\bpurification\b","purification"
"1289","environment","\bquality\b","quality"
"1290","environment","\brainforest\b","rainforest"
"1291","environment","\breasonable\b","reasonable"
"1292","environment","\brebuilding\b","rebuilding"
"1293","environment","\brecoverable\b","recoverable"
"1294","environment","\breduce\b","reduce"
"1295","environment","\breduces\b","reduces"
"1296","environment","\bregulate\b","regulate"
