"","x","y"
"1329","impasses",-1
"1330","impede",-1
"1331","impeded",-1
"1332","impedes",-1
"1333","impediment",-1
"1334","impediments",-1
"1335","impeding",-1
"1336","impending",-1
"1337","imperative",-1
"1338","imperfection",-1
"1339","imperfections",-1
"1340","imperil",-1
"1341","impermissible",-1
"1342","implicate",-1
"1343","implicated",-1
"1344","implicates",-1
"1345","implicating",-1
"1346","impossibility",-1
"1347","impossible",-1
"1348","impound",-1
"1349","impounded",-1
"1350","impounding",-1
"1351","impounds",-1
"1352","impracticable",-1
"1353","impractical",-1
"1354","impracticalities",-1
"1355","impracticality",-1
"1356","impress",1
"1357","impressed",1
"1358","impresses",1
"1359","impressing",1
"1360","impressive",1
"1361","impressively",1
"1362","imprisonment",-1
"1363","improper",-1
"1364","improperly",-1
"1365","improprieties",-1
"1366","impropriety",-1
"1367","improve",1
"1368","improved",1
"1369","improvement",1
"1370","improvements",1
"1371","improves",1
"1372","improving",1
"1373","imprudent",-1
"1374","imprudently",-1
"1375","inability",-1
"1376","inaccessible",-1
"1377","inaccuracies",-1
"1378","inaccuracy",-1
"1379","inaccurate",-1
"1380","inaccurately",-1
"1381","inaction",-1
"1382","inactions",-1
"1383","inactivate",-1
"1384","inactivated",-1
"1385","inactivates",-1
"1386","inactivating",-1
"1387","inactivation",-1
"1388","inactivations",-1
"1389","inactivity",-1
"1390","inadequacies",-1
"1391","inadequacy",-1
"1392","inadequate",-1
"1393","inadequately",-1
"1394","inadvertent",-1
"1395","inadvertently",-1
"1396","inadvisability",-1
"1397","inadvisable",-1
"1398","inappropriate",-1
"1399","inappropriately",-1
"1400","inattention",-1
"1401","incapable",-1
"1402","incapacitated",-1
"1403","incapacity",-1
"1404","incarcerate",-1
"1405","incarcerated",-1
"1406","incarcerates",-1
"1407","incarcerating",-1
"1408","incarceration",-1
"1409","incarcerations",-1
"1410","incidence",-1
"1411","incidences",-1
"1412","incident",-1
"1413","incidents",-1
"1414","incompatibilities",-1
"1415","incompatibility",-1
"1416","incompatible",-1
"1417","incompetence",-1
"1418","incompetency",-1
"1419","incompetent",-1
"1420","incompetently",-1
"1421","incompetents",-1
"1422","incomplete",-1
"1423","incompletely",-1
"1424","incompleteness",-1
"1425","inconclusive",-1
"1426","inconsistencies",-1
"1427","inconsistency",-1
"1428","inconsistent",-1
"1429","inconsistently",-1
"1430","inconvenience",-1
"1431","inconveniences",-1
"1432","inconvenient",-1
"1433","incorrect",-1
"1434","incorrectly",-1
"1435","incorrectness",-1
"1436","incredible",1
"1437","indecency",-1
"1438","indecent",-1
"1439","indefeasible",-1
"1440","indefeasibly",-1
"1441","indict",-1
"1442","indictable",-1
"1443","indicted",-1
"1444","indicting",-1
"1445","indictment",-1
"1446","indictments",-1
"1447","ineffective",-1
"1448","ineffectively",-1
"1449","ineffectiveness",-1
"1450","inefficiencies",-1
"1451","inefficiency",-1
"1452","inefficient",-1
"1453","inefficiently",-1
"1454","ineligibility",-1
"1455","ineligible",-1
"1456","inequitable",-1
"1457","inequitably",-1
"1458","inequities",-1
"1459","inequity",-1
"1460","inevitable",-1
"1461","inexperience",-1
"1462","inexperienced",-1
"1463","inferior",-1
"1464","inflicted",-1
"1465","influential",1
"1466","informative",1
"1467","infraction",-1
"1468","infractions",-1
"1469","infringe",-1
"1470","infringed",-1
"1471","infringement",-1
"1472","infringements",-1
"1473","infringes",-1
"1474","infringing",-1
"1475","ingenuity",1
"1476","inhibited",-1
"1477","inimical",-1
"1478","injunction",-1
"1479","injunctions",-1
"1480","injure",-1
"1481","injured",-1
"1482","injures",-1
"1483","injuries",-1
"1484","injuring",-1
"1485","injurious",-1
"1486","injury",-1
"1487","innovate",1
"1488","innovated",1
"1489","innovates",1
"1490","innovating",1
"1491","innovation",1
"1492","innovations",1
"1493","innovative",1
"1494","innovativeness",1
"1495","innovator",1
"1496","innovators",1
"1497","inordinate",-1
"1498","inordinately",-1
"1499","inquiry",-1
"1500","insecure",-1
"1501","insensitive",-1
"1502","insightful",1
"1503","insolvencies",-1
"1504","insolvency",-1
"1505","insolvent",-1
"1506","inspiration",1
"1507","inspirational",1
"1508","instability",-1
"1509","insubordination",-1
"1510","insufficiency",-1
"1511","insufficient",-1
"1512","insufficiently",-1
"1513","insurrection",-1
"1514","insurrections",-1
"1515","integrity",1
"1516","intentional",-1
"1517","interfere",-1
"1518","interfered",-1
"1519","interference",-1
"1520","interferences",-1
"1521","interferes",-1
"1522","interfering",-1
"1523","intermittent",-1
"1524","intermittently",-1
"1525","interrupt",-1
"1526","interrupted",-1
"1527","interrupting",-1
"1528","interruption",-1
"1529","interruptions",-1
"1530","interrupts",-1
"1531","intimidation",-1
"1532","intrusion",-1
"1533","invalid",-1
"1534","invalidate",-1
"1535","invalidated",-1
"1536","invalidates",-1
"1537","invalidating",-1
"1538","invalidation",-1
"1539","invalidity",-1
"1540","invent",1
"1541","invented",1
"1542","inventing",1
"1543","invention",1
"1544","inventions",1
"1545","inventive",1
"1546","inventiveness",1
"1547","inventor",1
"1548","inventors",1
"1549","investigate",-1
"1550","investigated",-1
"1551","investigates",-1
"1552","investigating",-1
"1553","investigation",-1
"1554","investigations",-1
"1555","involuntarily",-1
"1556","involuntary",-1
"1557","irreconcilable",-1
"1558","irreconcilably",-1
"1559","irrecoverable",-1
"1560","irrecoverably",-1
"1561","irregular",-1
"1562","irregularities",-1
"1563","irregularity",-1
"1564","irregularly",-1
"1565","irreparable",-1
"1566","irreparably",-1
"1567","irreversible",-1
"1568","jeopardize",-1
"1569","jeopardized",-1
"1570","justifiable",-1
"1571","kickback",-1
"1572","kickbacks",-1
"1573","knowingly",-1
"1574","lack",-1
"1575","lacked",-1
"1576","lacking",-1
"1577","lackluster",-1
"1578","lacks",-1
"1579","lag",-1
"1580","lagged",-1
"1581","lagging",-1
"1582","lags",-1
"1583","lapse",-1
"1584","lapsed",-1
"1585","lapses",-1
"1586","lapsing",-1
"1587","late",-1
"1588","laundering",-1
"1589","layoff",-1
"1590","layoffs",-1
"1591","leadership",1
"1592","leading",1
"1593","lie",-1
"1594","limitation",-1
"1595","limitations",-1
"1596","lingering",-1
"1597","liquidate",-1
"1598","liquidated",-1
"1599","liquidates",-1
"1600","liquidating",-1
"1601","liquidation",-1
"1602","liquidations",-1
"1603","liquidator",-1
"1604","liquidators",-1
"1605","litigant",-1
"1606","litigants",-1
"1607","litigate",-1
"1608","litigated",-1
"1609","litigates",-1
"1610","litigating",-1
"1611","litigation",-1
"1612","litigations",-1
"1613","lockout",-1
"1614","lockouts",-1
"1615","lose",-1
"1616","loses",-1
"1617","losing",-1
"1618","loss",-1
"1619","losses",-1
"1620","lost",-1
"1621","loyal",1
"1622","lucrative",1
"1623","lying",-1
"1624","malfeasance",-1
"1625","malfunction",-1
"1626","malfunctioned",-1
"1627","malfunctioning",-1
"1628","malfunctions",-1
"1629","malice",-1
"1630","malicious",-1
"1631","maliciously",-1
"1632","malpractice",-1
"1633","manipulate",-1
"1634","manipulated",-1
"1635","manipulates",-1
"1636","manipulating",-1
"1637","manipulation",-1
"1638","manipulations",-1
"1639","manipulative",-1
"1640","markdown",-1
"1641","markdowns",-1
"1642","meritorious",1
"1643","misapplication",-1
"1644","misapplications",-1
"1645","misapplied",-1
"1646","misapplies",-1
"1647","misapply",-1
"1648","misapplying",-1
"1649","misappropriate",-1
"1650","misappropriated",-1
"1651","misappropriates",-1
"1652","misappropriating",-1
"1653","misappropriation",-1
"1654","misappropriations",-1
"1655","misbranded",-1
"1656","miscalculate",-1
"1657","miscalculated",-1
"1658","miscalculates",-1
"1659","miscalculating",-1
"1660","miscalculation",-1
"1661","miscalculations",-1
"1662","mischaracterization",-1
"1663","mischief",-1
"1664","misclassification",-1
"1665","misclassifications",-1
"1666","misclassified",-1
"1667","misclassify",-1
"1668","miscommunication",-1
"1669","misconduct",-1
"1670","misdated",-1
"1671","misdemeanor",-1
"1672","misdemeanors",-1
"1673","misdirected",-1
"1674","mishandle",-1
"1675","mishandled",-1
"1676","mishandles",-1
"1677","mishandling",-1
"1678","misinform",-1
"1679","misinformation",-1
"1680","misinformed",-1
"1681","misinforming",-1
"1682","misinforms",-1
"1683","misinterpret",-1
"1684","misinterpretation",-1
"1685","misinterpretations",-1
"1686","misinterpreted",-1
"1687","misinterpreting",-1
"1688","misinterprets",-1
"1689","misjudge",-1
"1690","misjudged",-1
"1691","misjudges",-1
"1692","misjudging",-1
"1693","misjudgment",-1
"1694","misjudgments",-1
"1695","mislabel",-1
"1696","mislabeled",-1
"1697","mislabeling",-1
"1698","mislabelled",-1
"1699","mislabels",-1
"1700","mislead",-1
"1701","misleading",-1
"1702","misleadingly",-1
"1703","misleads",-1
"1704","misled",-1
"1705","mismanage",-1
"1706","mismanaged",-1
"1707","mismanagement",-1
"1708","mismanages",-1
"1709","mismanaging",-1
"1710","mismatch",-1
"1711","mismatched",-1
"1712","mismatches",-1
"1713","mismatching",-1
"1714","misplaced",-1
"1715","misprice",-1
"1716","mispricing",-1
"1717","mispricings",-1
"1718","misrepresent",-1
"1719","misrepresentation",-1
"1720","misrepresentations",-1
"1721","misrepresented",-1
"1722","misrepresenting",-1
"1723","misrepresents",-1
"1724","miss",-1
"1725","missed",-1
"1726","misses",-1
"1727","misstate",-1
"1728","misstated",-1
"1729","misstatement",-1
"1730","misstatements",-1
"1731","misstates",-1
"1732","misstating",-1
"1733","misstep",-1
"1734","missteps",-1
"1735","mistake",-1
"1736","mistaken",-1
"1737","mistakenly",-1
"1738","mistakes",-1
"1739","mistaking",-1
"1740","mistrial",-1
"1741","mistrials",-1
"1742","misunderstand",-1
"1743","misunderstanding",-1
"1744","misunderstandings",-1
"1745","misunderstood",-1
"1746","misuse",-1
"1747","misused",-1
"1748","misuses",-1
"1749","misusing",-1
"1750","monopolistic",-1
"1751","monopolists",-1
"1752","monopolization",-1
"1753","monopolize",-1
"1754","monopolized",-1
"1755","monopolizes",-1
"1756","monopolizing",-1
"1757","monopoly",-1
"1758","moratoria",-1
"1759","moratorium",-1
"1760","moratoriums",-1
"1761","mothballed",-1
"1762","mothballing",-1
"1763","negative",-1
"1764","negatively",-1
"1765","negatives",-1
"1766","neglect",-1
"1767","neglected",-1
"1768","neglectful",-1
"1769","neglecting",-1
"1770","neglects",-1
"1771","negligence",-1
"1772","negligences",-1
"1773","negligent",-1
"1774","negligently",-1
"1775","nonattainment",-1
"1776","noncompetitive",-1
"1777","noncompliance",-1
"1778","noncompliances",-1
"1779","noncompliant",-1
"1780","noncomplying",-1
"1781","nonconforming",-1
"1782","nonconformities",-1
"1783","nonconformity",-1
"1784","nondisclosure",-1
"1785","nonfunctional",-1
"1786","nonpayment",-1
"1787","nonpayments",-1
"1788","nonperformance",-1
"1789","nonperformances",-1
"1790","nonperforming",-1
"1791","nonproducing",-1
"1792","nonproductive",-1
"1793","nonrecoverable",-1
"1794","nonrenewal",-1
"1795","nuisance",-1
"1796","nuisances",-1
"1797","nullification",-1
"1798","nullifications",-1
"1799","nullified",-1
"1800","nullifies",-1
"1801","nullify",-1
"1802","nullifying",-1
"1803","objected",-1
"1804","objecting",-1
"1805","objection",-1
"1806","objectionable",-1
"1807","objectionably",-1
"1808","objections",-1
"1809","obscene",-1
"1810","obscenity",-1
"1811","obsolescence",-1
"1812","obsolete",-1
"1813","obstacle",-1
"1814","obstacles",-1
"1815","obstruct",-1
"1816","obstructed",-1
"1817","obstructing",-1
"1818","obstruction",-1
"1819","obstructions",-1
"1820","offence",-1
"1821","offences",-1
"1822","offend",-1
"1823","offended",-1
"1824","offender",-1
"1825","offenders",-1
"1826","offending",-1
"1827","offends",-1
"1828","omission",-1
"1829","omissions",-1
"1830","omit",-1
"1831","omits",-1
"1832","omitted",-1
"1833","omitting",-1
"1834","onerous",-1
"1835","opportunistic",-1
"1836","opportunistically",-1
"1837","opportunities",1
"1838","opportunity",1
"1839","oppose",-1
"1840","opposed",-1
"1841","opposes",-1
"1842","opposing",-1
"1843","opposition",-1
"1844","oppositions",-1
"1845","optimistic",1
"1846","outage",-1
"1847","outages",-1
"1848","outdated",-1
"1849","outmoded",-1
"1850","outperform",1
"1851","outperformed",1
"1852","outperforming",1
"1853","outperforms",1
"1854","overage",-1
"1855","overages",-1
"1856","overbuild",-1
"1857","overbuilding",-1
"1858","overbuilds",-1
"1859","overbuilt",-1
"1860","overburden",-1
"1861","overburdened",-1
"1862","overburdening",-1
"1863","overcapacities",-1
"1864","overcapacity",-1
"1865","overcharge",-1
"1866","overcharged",-1
"1867","overcharges",-1
"1868","overcharging",-1
"1869","overcome",-1
"1870","overcomes",-1
"1871","overcoming",-1
"1872","overdue",-1
"1873","overestimate",-1
"1874","overestimated",-1
"1875","overestimates",-1
"1876","overestimating",-1
"1877","overestimation",-1
"1878","overestimations",-1
"1879","overload",-1
"1880","overloaded",-1
"1881","overloading",-1
"1882","overloads",-1
"1883","overlook",-1
"1884","overlooked",-1
"1885","overlooking",-1
"1886","overlooks",-1
"1887","overpaid",-1
"1888","overpayment",-1
"1889","overpayments",-1
"1890","overproduced",-1
"1891","overproduces",-1
"1892","overproducing",-1
"1893","overproduction",-1
"1894","overrun",-1
"1895","overrunning",-1
"1896","overruns",-1
"1897","overshadow",-1
"1898","overshadowed",-1
"1899","overshadowing",-1
"1900","overshadows",-1
"1901","overstate",-1
"1902","overstated",-1
"1903","overstatement",-1
"1904","overstatements",-1
"1905","overstates",-1
"1906","overstating",-1
"1907","oversupplied",-1
"1908","oversupplies",-1
"1909","oversupply",-1
"1910","oversupplying",-1
"1911","overtly",-1
"1912","overturn",-1
"1913","overturned",-1
"1914","overturning",-1
"1915","overturns",-1
"1916","overvalue",-1
"1917","overvalued",-1
"1918","overvaluing",-1
"1919","panic",-1
"1920","panics",-1
"1921","penalize",-1
"1922","penalized",-1
"1923","penalizes",-1
"1924","penalizing",-1
"1925","penalties",-1
"1926","penalty",-1
"1927","perfect",1
"1928","perfected",1
"1929","perfectly",1
"1930","perfects",1
"1931","peril",-1
"1932","perils",-1
"1933","perjury",-1
"1934","perpetrate",-1
"1935","perpetrated",-1
"1936","perpetrates",-1
"1937","perpetrating",-1
"1938","perpetration",-1
"1939","persist",-1
"1940","persisted",-1
"1941","persistence",-1
"1942","persistent",-1
"1943","persistently",-1
"1944","persisting",-1
"1945","persists",-1
"1946","pervasive",-1
"1947","pervasively",-1
"1948","pervasiveness",-1
"1949","petty",-1
"1950","picket",-1
"1951","picketed",-1
"1952","picketing",-1
"1953","plaintiff",-1
"1954","plaintiffs",-1
"1955","plea",-1
"1956","plead",-1
"1957","pleaded",-1
"1958","pleading",-1
"1959","pleadings",-1
"1960","pleads",-1
"1961","pleas",-1
"1962","pleasant",1
"1963","pleasantly",1
"1964","pleased",1
"1965","pleasure",1
"1966","pled",-1
"1967","plentiful",1
"1968","poor",-1
"1969","poorly",-1
"1970","popular",1
"1971","popularity",1
"1972","poses",-1
"1973","posing",-1
"1974","positive",1
"1975","positively",1
"1976","postpone",-1
"1977","postponed",-1
"1978","postponement",-1
"1979","postponements",-1
"1980","postpones",-1
"1981","postponing",-1
"1982","precipitated",-1
"1983","precipitous",-1
"1984","precipitously",-1
"1985","preclude",-1
"1986","precluded",-1
"1987","precludes",-1
"1988","precluding",-1
"1989","predatory",-1
"1990","preeminence",1
"1991","preeminent",1
"1992","prejudice",-1
"1993","prejudiced",-1
"1994","prejudices",-1
"1995","prejudicial",-1
"1996","prejudicing",-1
"1997","premature",-1
"1998","prematurely",-1
"1999","premier",1
"2000","premiere",1
"2001","pressing",-1
"2002","prestige",1
"2003","prestigious",1
"2004","pretrial",-1
"2005","preventing",-1
"2006","prevention",-1
"2007","prevents",-1
"2008","proactive",1
"2009","proactively",1
"2010","problem",-1
"2011","problematic",-1
"2012","problematical",-1
"2013","problems",-1
"2014","proficiency",1
"2015","proficient",1
"2016","proficiently",1
"2017","profitability",1
"2018","profitable",1
"2019","profitably",1
"2020","progress",1
"2021","progressed",1
"2022","progresses",1
"2023","progressing",1
"2024","prolong",-1
"2025","prolongation",-1
"2026","prolongations",-1
"2027","prolonged",-1
"2028","prolonging",-1
"2029","prolongs",-1
"2030","prone",-1
"2031","prosecute",-1
"2032","prosecuted",-1
"2033","prosecutes",-1
"2034","prosecuting",-1
"2035","prosecution",-1
"2036","prosecutions",-1
"2037","prospered",1
"2038","prospering",1
"2039","prosperity",1
"2040","prosperous",1
"2041","prospers",1
"2042","protest",-1
"2043","protested",-1
"2044","protester",-1
"2045","protesters",-1
"2046","protesting",-1
"2047","protestor",-1
"2048","protestors",-1
"2049","protests",-1
"2050","protracted",-1
"2051","protraction",-1
"2052","provoke",-1
"2053","provoked",-1
"2054","provokes",-1
"2055","provoking",-1
"2056","punished",-1
"2057","punishes",-1
"2058","punishing",-1
"2059","punishment",-1
"2060","punishments",-1
"2061","punitive",-1
"2062","purport",-1
"2063","purported",-1
"2064","purportedly",-1
"2065","purporting",-1
"2066","purports",-1
"2067","question",-1
"2068","questionable",-1
"2069","questionably",-1
"2070","questioned",-1
"2071","questioning",-1
"2072","questions",-1
"2073","quit",-1
"2074","quitting",-1
"2075","racketeer",-1
"2076","racketeering",-1
"2077","rationalization",-1
"2078","rationalizations",-1
"2079","rationalize",-1
"2080","rationalized",-1
"2081","rationalizes",-1
"2082","rationalizing",-1
"2083","reassessment",-1
"2084","reassessments",-1
"2085","reassign",-1
"2086","reassigned",-1
"2087","reassigning",-1
"2088","reassignment",-1
"2089","reassignments",-1
"2090","reassigns",-1
"2091","rebound",1
"2092","rebounded",1
"2093","rebounding",1
"2094","recall",-1
"2095","recalled",-1
"2096","recalling",-1
"2097","recalls",-1
"2098","receptive",1
"2099","recession",-1
"2100","recessionary",-1
"2101","recessions",-1
"2102","reckless",-1
"2103","recklessly",-1
"2104","recklessness",-1
"2105","redact",-1
"2106","redacted",-1
"2107","redacting",-1
"2108","redaction",-1
"2109","redactions",-1
"2110","redefault",-1
"2111","redefaulted",-1
"2112","redefaults",-1
"2113","redress",-1
"2114","redressed",-1
"2115","redresses",-1
"2116","redressing",-1
"2117","refusal",-1
"2118","refusals",-1
"2119","refuse",-1
"2120","refused",-1
"2121","refuses",-1
"2122","refusing",-1
"2123","regain",1
"2124","regained",1
"2125","regaining",1
"2126","reject",-1
"2127","rejected",-1
"2128","rejecting",-1
"2129","rejection",-1
"2130","rejections",-1
"2131","rejects",-1
"2132","relinquish",-1
"2133","relinquished",-1
"2134","relinquishes",-1
"2135","relinquishing",-1
"2136","relinquishment",-1
"2137","relinquishments",-1
"2138","reluctance",-1
"2139","reluctant",-1
"2140","renegotiate",-1
"2141","renegotiated",-1
"2142","renegotiates",-1
"2143","renegotiating",-1
"2144","renegotiation",-1
"2145","renegotiations",-1
"2146","renounce",-1
"2147","renounced",-1
"2148","renouncement",-1
"2149","renouncements",-1
"2150","renounces",-1
"2151","renouncing",-1
"2152","reparation",-1
"2153","reparations",-1
"2154","repossessed",-1
"2155","repossesses",-1
"2156","repossessing",-1
"2157","repossession",-1
"2158","repossessions",-1
"2159","repudiate",-1
"2160","repudiated",-1
"2161","repudiates",-1
"2162","repudiating",-1
"2163","repudiation",-1
"2164","repudiations",-1
"2165","resign",-1
"2166","resignation",-1
"2167","resignations",-1
"2168","resigned",-1
"2169","resigning",-1
"2170","resigns",-1
"2171","resolve",1
"2172","restate",-1
"2173","restated",-1
"2174","restatement",-1
"2175","restatements",-1
"2176","restates",-1
"2177","restating",-1
"2178","restructure",-1
"2179","restructured",-1
"2180","restructures",-1
"2181","restructuring",-1
"2182","restructurings",-1
"2183","retaliate",-1
"2184","retaliated",-1
"2185","retaliates",-1
"2186","retaliating",-1
"2187","retaliation",-1
"2188","retaliations",-1
"2189","retaliatory",-1
"2190","retribution",-1
"2191","retributions",-1
"2192","revocation",-1
"2193","revocations",-1
"2194","revoke",-1
"2195","revoked",-1
"2196","revokes",-1
"2197","revoking",-1
"2198","revolutionize",1
"2199","revolutionized",1
"2200","revolutionizes",1
"2201","revolutionizing",1
"2202","reward",1
"2203","rewarded",1
"2204","rewarding",1
"2205","rewards",1
"2206","ridicule",-1
"2207","ridiculed",-1
"2208","ridicules",-1
"2209","ridiculing",-1
"2210","riskier",-1
"2211","riskiest",-1
"2212","risky",-1
"2213","sabotage",-1
"2214","sacrifice",-1
"2215","sacrificed",-1
"2216","sacrifices",-1
"2217","sacrificial",-1
"2218","sacrificing",-1
"2219","satisfaction",1
"2220","satisfactorily",1
"2221","satisfactory",1
"2222","satisfied",1
"2223","satisfies",1
"2224","satisfy",1
"2225","satisfying",1
"2226","scandalous",-1
"2227","scandals",-1
"2228","scrutinize",-1
"2229","scrutinized",-1
"2230","scrutinizes",-1
"2231","scrutinizing",-1
"2232","scrutiny",-1
"2233","secrecy",-1
"2234","seize",-1
"2235","seized",-1
"2236","seizes",-1
"2237","seizing",-1
"2238","sentenced",-1
"2239","sentencing",-1
"2240","seriousness",-1
"2241","setback",-1
"2242","setbacks",-1
"2243","sever",-1
"2244","severed",-1
"2245","severities",-1
"2246","severity",-1
"2247","sharply",-1
"2248","shocked",-1
"2249","shortage",-1
"2250","shortages",-1
"2251","shortfall",-1
"2252","shortfalls",-1
"2253","shrinkage",-1
"2254","shrinkages",-1
"2255","shut",-1
"2256","shutdown",-1
"2257","shutdowns",-1
"2258","shuts",-1
"2259","shutting",-1
"2260","slander",-1
"2261","slandered",-1
"2262","slanderous",-1
"2263","slanders",-1
"2264","slippage",-1
"2265","slippages",-1
"2266","slow",-1
"2267","slowdown",-1
"2268","slowdowns",-1
"2269","slowed",-1
"2270","slower",-1
"2271","slowest",-1
"2272","slowing",-1
"2273","slowly",-1
"2274","slowness",-1
"2275","sluggish",-1
"2276","sluggishly",-1
"2277","sluggishness",-1
"2278","smooth",1
"2279","smoothing",1
"2280","smoothly",1
"2281","smooths",1
"2282","solvencies",-1
"2283","solvency",-1
"2284","solves",1
"2285","solving",1
"2286","spam",-1
"2287","spammers",-1
"2288","spamming",-1
"2289","spectacular",1
"2290","spectacularly",1
"2291","stability",1
"2292","stabilization",1
"2293","stabilizations",1
"2294","stabilize",1
"2295","stabilized",1
"2296","stabilizes",1
"2297","stabilizing",1
"2298","stable",1
"2299","staggering",-1
"2300","stagnant",-1
"2301","stagnate",-1
"2302","stagnated",-1
"2303","stagnates",-1
"2304","stagnating",-1
"2305","stagnation",-1
"2306","standstill",-1
"2307","standstills",-1
"2308","stolen",-1
"2309","stoppage",-1
"2310","stoppages",-1
"2311","stopped",-1
"2312","stopping",-1
"2313","stops",-1
"2314","strain",-1
"2315","strained",-1
"2316","straining",-1
"2317","strains",-1
"2318","strength",1
"2319","strengthen",1
"2320","strengthened",1
"2321","strengthening",1
"2322","strengthens",1
"2323","strengths",1
"2324","stress",-1
"2325","stressed",-1
"2326","stresses",-1
"2327","stressful",-1
"2328","stressing",-1
"2329","stringent",-1
"2330","strong",1
"2331","stronger",1
"2332","strongest",1
"2333","subjected",-1
"2334","subjecting",-1
"2335","subjection",-1
"2336","subpoena",-1
"2337","subpoenaed",-1
"2338","subpoenas",-1
"2339","substandard",-1
"2340","succeed",1
"2341","succeeded",1
"2342","succeeding",1
"2343","succeeds",1
"2344","success",1
"2345","successes",1
"2346","successful",1
"2347","successfully",1
"2348","sue",-1
"2349","sued",-1
"2350","sues",-1
"2351","suffer",-1
"2352","suffered",-1
"2353","suffering",-1
"2354","suffers",-1
"2355","suing",-1
"2356","summoned",-1
"2357","summoning",-1
"2358","summons",-1
"2359","summonses",-1
"2360","superior",1
"2361","surpass",1
"2362","surpassed",1
"2363","surpasses",1
"2364","surpassing",1
"2365","susceptibility",-1
"2366","susceptible",-1
"2367","suspect",-1
"2368","suspected",-1
"2369","suspects",-1
"2370","suspend",-1
"2371","suspended",-1
"2372","suspending",-1
"2373","suspends",-1
"2374","suspension",-1
"2375","suspensions",-1
"2376","suspicion",-1
"2377","suspicions",-1
"2378","suspicious",-1
"2379","suspiciously",-1
"2380","taint",-1
"2381","tainted",-1
"2382","tainting",-1
"2383","taints",-1
"2384","tampered",-1
"2385","tense",-1
"2386","terminate",-1
"2387","terminated",-1
"2388","terminates",-1
"2389","terminating",-1
"2390","termination",-1
"2391","terminations",-1
"2392","testify",-1
"2393","testifying",-1
"2394","threat",-1
"2395","threaten",-1
"2396","threatened",-1
"2397","threatening",-1
"2398","threatens",-1
"2399","threats",-1
"2400","tightening",-1
"2401","tolerate",-1
"2402","tolerated",-1
"2403","tolerates",-1
"2404","tolerating",-1
"2405","toleration",-1
"2406","tortuous",-1
"2407","tortuously",-1
"2408","tragedies",-1
"2409","tragedy",-1
"2410","tragic",-1
"2411","tragically",-1
"2412","transparency",1
"2413","traumatic",-1
"2414","tremendous",1
"2415","tremendously",1
"2416","trouble",-1
"2417","troubled",-1
"2418","troubles",-1
"2419","turbulence",-1
"2420","turmoil",-1
"2421","unable",-1
"2422","unacceptable",-1
"2423","unacceptably",-1
"2424","unaccounted",-1
"2425","unannounced",-1
"2426","unanticipated",-1
"2427","unapproved",-1
"2428","unattractive",-1
"2429","unauthorized",-1
"2430","unavailability",-1
"2431","unavailable",-1
"2432","unavoidable",-1
"2433","unavoidably",-1
"2434","unaware",-1
"2435","uncollectable",-1
"2436","uncollected",-1
"2437","uncollectibility",-1
"2438","uncollectible",-1
"2439","uncollectibles",-1
"2440","uncompetitive",-1
"2441","uncompleted",-1
"2442","unconscionable",-1
"2443","unconscionably",-1
"2444","uncontrollable",-1
"2445","uncontrollably",-1
"2446","uncontrolled",-1
"2447","uncorrected",-1
"2448","uncover",-1
"2449","uncovered",-1
"2450","uncovering",-1
"2451","uncovers",-1
"2452","undeliverable",-1
"2453","undelivered",-1
"2454","undercapitalized",-1
"2455","undercut",-1
"2456","undercuts",-1
"2457","undercutting",-1
"2458","underestimate",-1
"2459","underestimated",-1
"2460","underestimates",-1
"2461","underestimating",-1
"2462","underestimation",-1
"2463","underfunded",-1
"2464","underinsured",-1
"2465","undermine",-1
"2466","undermined",-1
"2467","undermines",-1
"2468","undermining",-1
"2469","underpaid",-1
"2470","underpayment",-1
"2471","underpayments",-1
"2472","underpays",-1
"2473","underperform",-1
"2474","underperformance",-1
"2475","underperformed",-1
"2476","underperforming",-1
"2477","underperforms",-1
"2478","underproduced",-1
"2479","underproduction",-1
"2480","underreporting",-1
"2481","understate",-1
"2482","understated",-1
"2483","understatement",-1
"2484","understatements",-1
"2485","understates",-1
"2486","understating",-1
"2487","underutilization",-1
"2488","underutilized",-1
"2489","undesirable",-1
"2490","undesired",-1
"2491","undetected",-1
"2492","undetermined",-1
"2493","undisclosed",-1
"2494","undocumented",-1
"2495","undue",-1
"2496","unduly",-1
"2497","uneconomic",-1
"2498","uneconomical",-1
"2499","uneconomically",-1
"2500","unemployed",-1
"2501","unemployment",-1
"2502","unethical",-1
"2503","unethically",-1
"2504","unexcused",-1
"2505","unexpected",-1
"2506","unexpectedly",-1
"2507","unfair",-1
"2508","unfairly",-1
"2509","unfavorability",-1
"2510","unfavorable",-1
"2511","unfavorably",-1
"2512","unfavourable",-1
"2513","unfeasible",-1
"2514","unfit",-1
"2515","unfitness",-1
"2516","unforeseeable",-1
"2517","unforeseen",-1
"2518","unforseen",-1
"2519","unfortunate",-1
"2520","unfortunately",-1
"2521","unfounded",-1
"2522","unfriendly",-1
"2523","unfulfilled",-1
"2524","unfunded",-1
"2525","uninsured",-1
"2526","unintended",-1
"2527","unintentional",-1
"2528","unintentionally",-1
"2529","unjust",-1
"2530","unjustifiable",-1
"2531","unjustifiably",-1
"2532","unjustified",-1
"2533","unjustly",-1
"2534","unknowing",-1
"2535","unknowingly",-1
"2536","unlawful",-1
"2537","unlawfully",-1
"2538","unlicensed",-1
"2539","unliquidated",-1
"2540","unmarketable",-1
"2541","unmatched",1
