,seq_no,segment,polarity
1570,1570,"If I did not know her secret, at least she did not know I knew she had one.",0.48980534076690674
1571,1571,Tact was everything.,0.8014503121376038
1572,1572,"I still had not told her that I loved her, or divulged my fantasies about our shared future or even hinted at my frustration.",0.6943127512931824
1573,1573,I left her alone with her books or her thoughts whenever it suited her.,0.7014793157577515
1574,1574,"Though the subject was not in the line of my interests, I worked up an acquaintance with the Corn Laws and developed some ideas of my own about free trade.",0.5923435091972351
1575,1575,"She did not dismiss them, but nor was she impressed.",0.8106223940849304
1576,1576,"So here we were upstairs at dinner in her kitchen, which was even smaller than mine.",0.7131069302558899
1577,1577,"The table was of white moulded plastic, just big enough for two, probably stolen from a pub garden by a previous tenant.",0.4800344705581665
1578,1578,"Standing at the sink, up to his elbows in suds, Adam dealt with the plates and cutlery",0.8186522126197815
1579,1579,"we would handed him at the end of our meal--toad-in-the-hole, baked beans, fried eggs.",0.5031838417053223
1580,1580,Student food.,0.528117299079895
1581,1581,"On the windowsill, where yellow gingham curtains hung still in our late-summer heat wave, a radio was playing the Beatles, recently regrouped after twelve years apart.",0.6518919467926025
1582,1582,"Their album, Love and Lemons, had been derided for its grandiosity, for failing to resist the lure and overreach of an eighty-strong symphony orchestra.",0.7764732837677002
1583,1583,"They could not master such forces, was the general drift, with half a lifetime's store of guitar chords.",0.6917133927345276
1584,1584,"Nor did we wish to be told again, the Times critic complained, that love was all we needed, even if it were true, which it was not.",0.51760333776474
1585,1585,"But I liked the music's muscular sentimentality, emptied of irony by these middle-aged performers, so confident and tuneful, liberated by useful ignorance of two and a half centuries of symphonic experimentation.",0.9017329812049866
1586,1586,"Lennon's rasping voice floated towards us from some faraway echoing place beyond the horizon, or the grave.",0.46353214979171753
1587,1587,I did not mind being told again about love.,0.4643421173095703
1588,1588,"Here before me were all of its warm possibilities, barely three feet away, and it was all I needed.",0.8779849410057068
1589,1589,"Here was her long, exquisitely shaped face (those angled cheekbones might break through the skin one day), the amused gaze, at this point still merry, and narrowed, locked on me, the lips parted, for she was about to speak against what I would just said.",0.6412194967269897
1590,1590,Her perfect elongated nose flared faintly at the base of the nostrils' arch to signal in advance her dissent.,0.2554587125778198
1591,1591,"Her pallor set off her fine brown hair, tonight childishly parted dead centre.",0.3097173869609833
1592,1592,"Against prevailing fashion, she kept out of the sun.",0.8250827193260193
1593,1593,Her bare white arms were also thin and unblemished--not a single freckle.,0.16432176530361176
1594,1594,"From my point of view we still holidayed in the foothills, among possibilities whose fulfilment rose like distant alps.",0.6655378937721252
1595,1595,I tried to ignore them in order to attend to details.,0.7589094638824463
1596,1596,"From her perspective, on the other side of this frail table, we may have already reached our highest point.",0.5886459350585938
1597,1597,"She may have thought she was as close as she ever wanted to be, or could be, to another person.",0.4337252378463745
1598,1598,Love stories like Jane Austen's used to conclude chastely with preparations for a wedding.,0.541409969329834
1599,1599,"Now their climax lay on the far side of carnal knowledge, where all of complexity waited.",0.7264868021011353
1600,1600,"For now, my business was to conduct a political argument with her without feelings running high, then turning sour, and at the same time stay true to myself and let her do the same.",0.5951438546180725
1601,1601,"It was a feasible balancing act, as long as I drank less than half a bottle of the indifferent Medoc that stood between us.",0.2423391342163086
1602,1602,"we would had this conversation before and it should have been easier now, but repetition seemed like an indictment of us both.",0.8658688068389893
1603,1603,We did not really want to be talking about it.,0.6562128663063049
1604,1604,"Impossible to avoid, even though we knew it would lead nowhere.",0.4437784254550934
1605,1605,But this was how it was for everyone.,0.6920038461685181
1606,1606,We were all still tending the wound.,0.6177492737770081
1607,1607,How could Miranda and I spend our lives together when we could not agree on such a fundamental as war?,0.08197103440761566
1608,1608,About the islands formerly known as the Falklands she had firm views.,0.8372801542282104
1609,1609,She insisted that the Argentine flag-planting on remote South Georgia had been a clear violation of international law.,0.2648942768573761
1610,1610,I said it was an inhospitable place and no one should be asked to fight to the death for it.,0.19784362614154816
1611,1611,She said that the taking of Port Stanley was the desperate act of an unpopular regime looking to whip up patriotic fervour.,0.6173906922340393
1612,1612,I said this was all the more reason not to get drawn in.,0.723755955696106
1613,1613,"She said the Task Force was a brave and brilliant conception, even in failure.",0.3986215889453888
1614,1614,"I said, uneasily remembering my emotional state when the ships set off, that it was a ridiculous enactment of lost imperial grandeur.",0.7108391523361206
1615,1615,"How could I not see, she said, that this was an antifascist war?",0.15789183974266052
1616,1616,"No (I spoke over her), it was a row over property, fed on each side by nationalistic stupidity.",0.5301327705383301
1617,1617,I summoned the Borges observation: two bald men fighting over a comb.,0.5110286474227905
1618,1618,She replied that a bald man might hand down his comb to his children.,0.20404645800590515
1619,1619,"I was struggling to understand this when she added that the generals had tortured, disappeared and killed their citizens by the thousands and were running the economy into the ground.",0.3979315459728241
1620,1620,"If we would taken back the islands, the humiliation would have finished the military regime and democracy would have returned to Argentina.",0.4340789020061493
1621,1621,I replied that she could not possibly know this.,0.4176214337348938
1622,1622,We had lost thousands of young men and women to the because of Mrs. Thatcher's ambitions.,0.23534302413463593
1623,1623,My voice began to rise before I remembered.,0.7510694265365601
1624,1624,I resumed quietly but with a certain tremor: that she remained in office after such slaughter was the greatest political scandal of our time.,0.5234885215759277
1625,1625,"I delivered this with a finality that deserved a moment's respectful silence, but Miranda came straight back to tell me that the prime minister failed in a decent because and was supported by almost all of Parliament and the country and she was right to remain in office.",0.6951576471328735
1626,1626,"During this conversation, Adam finished with the dishes and stood with his back to the kitchen sink to watch us, arms folded, his head turning from side to side, speaker to speaker, like a spectator at a tennis match.",0.8102138042449951
1627,1627,"Our exchange was not exactly weary, but repetition had given it an air of ritual.",0.7913458347320557
1628,1628,"Like facing armies, we would taken up our positions and intended to hold them.",0.4460836350917816
1629,1629,Miranda was telling me that the Task Force set off without proper ship-to-air missiles.,0.4737085998058319
1630,1630,The chiefs of staff let the armed forces down.,0.5709688663482666
1631,1631,"I used to hear terms like these--ship-toair, homing devices, titanium-tipped--at the Warwickshire student union bar, but only from men, men of the political left, whose opinions were complicated by tacit admiration for the weapon systems they condemned.",0.5686758756637573
1632,1632,"In her soft and fluent delivery, she mingled these with other concepts from the lexicon of established power--the open society, rule of law, restoration of democracy.",0.5711383819580078
1633,1633,Perhaps it was her father I was hearing.,0.5439954400062561
1634,1634,"While she was speaking, I turned to catch Adam's expression.",0.7113242745399475
1635,1635,What I saw was his devoted attention.,0.5600107908248901
1636,1636,More than that.,0.7338351607322693
1637,1637,A look of delight.,0.8403010964393616
1638,1638,He adored what she was saying.,0.6505708694458008
1639,1639,"I turned back to Miranda as she reminded me that the Falklanders were my fellow citizens, now living under fascism.",0.5739817023277283
1640,1640,Was I happy with that?,0.5258403420448303
1641,1641,I disliked this rhetorical turn.,0.6305347681045532
1642,1642,It was a masked insult.,0.5427383184432983
1643,1643,"The conversation was turning sour, just as I would feared, but I could not help myself.",0.7270090579986572
1644,1644,"In the tiny kitchen space, I was hot and irritable as I reached for the wine and filled my glass.",0.76218181848526
1645,1645,"There could have been a negotiated settlement, I started to say.",0.3565204441547394
1646,1646,"A slow and painless thirty-year transition, a UN mandate, guaranteed rights.",0.39013153314590454
1647,1647,She interrupted to inform me that we could never trust any undertaking by the murdering generals.,0.3739326000213623
1648,1648,"As she said it, I saw them in caricature, in braided hats, campaign ribbons, cavalry boots, and Galtieri on his white horse in a confetti blizzard on the Avenida 25 de Mayo.",0.5768260955810547
1649,1649,I said that I accepted every last one of her arguments.,0.3856613039970398
1650,1650,"The forces set off on their 8,000-mile mission, her risky strategy was tested and it failed.",0.2174896001815796
1651,1651,"Thousands she never knew or cared about were drowned or burned to death, or live on, maimed, disfigured, traumatised.",0.2645489275455475
1652,1652,we have arrived at the worst outcome: the junta possessed the island and its inhabitants.,0.2116910219192505
1653,1653,"Whereas a policy of slow, negotiated agreement was not tested, but if it had failed we would have reached the same outcome, without the agony and death.",0.5567111372947693
1654,1654,We could not know.,0.21906445920467377
1655,1655,What might have happened was lost to us.,0.42523226141929626
1656,1656,So what was there to argue about?,0.24277332425117493
1657,1657,"I saw that the glass I would filled, and had no memory of touching, was empty.",0.5771626830101013
1658,1658,And I was wrong.,0.2693012058734894
1659,1659,"There was plenty to argue about, for",0.33853819966316223
1660,1660,"even as I said it, I knew I was crossing a line.",0.7309139966964722
1661,1661,"I had accused her of not caring about the dead, and she was angry.",0.27780866622924805
1662,1662,"Her eyes were narrowed, without merriment, but she did not address my transgression.",0.6748362183570862
1663,1663,"Instead, she turned to Adam and asked quietly, ""what is your view?""",0.5544640421867371
1664,1664,His gaze travelled from her to me and back.,0.538265585899353
1665,1665,I still did not know whether he actually saw anything.,0.4600370526313782
1666,1666,"An image on some internal screen that no one was watching, or some diffused circuitry to orient his body in three-dimensional space?",0.6165665984153748
1667,1667,"Seeming to see could be a blind trick of imitation, a social manoeuvre to fool us into projecting onto him a human quality.",0.24291148781776428
1668,1668,"But I could not help it: when our eyes briefly met and I looked into the blue irises flecked with spears of black, the moment appeared rich with meaning, with anticipation.",0.9420735239982605
1669,1669,"I wanted to know whether he understood, as I did, and as Miranda surely did, that the issue here was loyalty.",0.3872512876987457
1670,1670,"His tone was prompt and calm. """,0.6294760704040527
1671,1671,"Invasion, success or failure.",0.3741101622581482
1672,1672,"Negotiated settlement, success or failure.",0.5592957735061646
1673,1673,Four outcomes or effects.,0.6979985237121582
1674,1674,"Without benefit of hindsight, we would have to choose which causes to pursue, which to avoid.",0.1853531450033188
1675,1675,we would be in the realm of Bayesian inverse probability.,0.29467228055000305
1676,1676,we would be looking for the probable because of an effect rather than the most likely effect of a because.,0.2940731346607208
1677,1677,"Only sensible, to try and find a formal representation of our guesswork.",0.2624092996120453
1678,1678,"Our reference point, our datum, would be an observer of the Falklands situation before any decisions were taken.",0.5637654066085815
1679,1679,Certain a priori probability values are ascribed to the four outcomes.,0.439085990190506
1680,1680,"As fresh information comes in, we can measure relative changes in probability.",0.7511688470840454
1681,1681,But we can not possess an absolute value.,0.18423742055892944
1682,1682,"It may help us to define the weight of new evidence logarithmically, so that, assuming a base",0.1861751228570938
1683,1683,"ten--""",0.35617953538894653
1684,1684,Enough!,0.3209788501262665
1685,1685,Really.,0.4524374306201935
1686,1686,"What nonsense!""",0.2293558567762375
1687,1687,Now it was Miranda who reached for the Medoc.,0.8301662802696228
1688,1688,I was relieved to be no longer the object of her irritation.,0.595859944820404
1689,1689,"I said, ""But Miranda and I would ascribe completely different a priori values.""",0.27001088857650757
1690,1690,Adam turned his head towards me.,0.5116908550262451
1691,1691,"As always, too slowly. """,0.8351831436157227
1692,1692,Of course.,0.40129488706588745
1693,1693,"As I said, when describing the future there can be no absolute values.",0.31289952993392944
1694,1694,"Only shifting degrees of likelihood.""",0.5677715539932251
1695,1695,Ultimately Bayes reflects a state of mind.,0.8926687240600586
1696,1696,"As does all of common sense.""",0.31114912033081055
1697,1697,"Then nothing was solved, despite this high gloss of rationality.",0.5339919328689575
1698,1698,Miranda and I had different states of mind.,0.6040512323379517
1699,1699,What was new?,0.3606719970703125
1700,1700,But we were united against Adam in our differences.,0.42931944131851196
1701,1701,"At least, this was my hope.",0.3624337315559387
1702,1702,"He may have understood the relevant issue after all: he thought I was right about the Falklands and, given a degree of programmed intellectual honesty, the best he could offer Miranda, to whom he was also loyal, was an appearance of neutrality.",0.6584089398384094
1703,1703,"But if that was sound, why not accept the mirror possibility, that he believed Miranda was right",0.22647635638713837
1704,1704,and I was the one in receipt of loyal support?,0.2672410011291504
1705,1705,"With a sudden scrape of a kitchen chair, Miranda stood.",0.5703997015953064
1706,1706,There was a faint flush about her face and throat,0.5166298151016235
1707,1707,and she was not looking at me.,0.6174049377441406
1708,1708,we would be sleeping in separate beds that night.,0.5817738771438599
1709,1709,I would have happily unsaid my entire argument to stay with her.,0.64277583360672
1710,1710,But I was dumb.,0.186501145362854
1711,1711,"She said to Adam, ""You can stay up here to charge, if you like.""",0.6284002661705017
1712,1712,Adam needed six hours a night connected to a thirteenamp socket.,0.4223395586013794
1713,1713,"He went into sleep mode and sat quietly ""reading"" until after dawn.",0.6558922529220581
1714,1714,"Usually he was in my kitchen downstairs, but recently Miranda had bought a second charging cable.",0.7218286991119385
1715,1715,"He murmured his thanks and slowly folded a kitchen towel in half with close attention, hunched over the task, and spread it across the draining board.",0.8882554173469543
1716,1716,"As she moved towards her bedroom door she shot me a look, a regretful smile that did not part her lips, sent a conciliatory kiss across the space between us and whispered, ""Just for tonight.""",0.7811152935028076
1717,1717,So we were fine.,0.6842423677444458
1718,1718,"I said, ""Of course I know you care about the dead.""",0.46308964490890503
1719,1719,She nodded and left.,0.6623139977455139
1720,1720,"Adam was sitting down, pulling his shirt clear of his belt to locate the tethering point below his waistline.",0.7376394867897034
1721,1721,I put a hand on his shoulder and thanked him for clearing up.,0.6835492849349976
1722,1722,"For me, it was far too early for bed",0.7062681913375854
1723,1723,"and it was hot, like a summer evening in Marrakech.",0.7287106513977051
1724,1724,I went downstairs and looked in the fridge for something cool.,0.4353415369987488
1725,1725,"I remained in the kitchen, in an old leather armchair, with a balloon glass of Moldovan white.",0.812743067741394
1726,1726,There was much pleasure in following a line of thought without opposition.,0.4716866910457611
1727,1727,"I was hardly the first to think it, but one could see the history of human self-regard as a series of demotions tending to extinction.",0.5631345510482788
1728,1728,"Once we sat enthroned at the centre of the universe, with sun and planets, the entire observable world, turning around us in an ageless dance of worship.",0.802017867565155
1729,1729,"Then, in defiance of the priests, heartless astronomy reduced us to an orbiting planet around the sun, just one among other rocks.",0.2769310772418976
1730,1730,"But still we stood apart, brilliantly unique, appointed by the creator to be lords of everything that lived.",0.8095447421073914
1731,1731,"Then biology confirmed that we were at one with the rest, sharing common ancestry with bacteria, pansies, trout and sheep.",0.2025437355041504
1732,1732,"In the early twentieth century came deeper exile into darkness when the immensity of the universe was revealed and even the sun became one among billions in our galaxy, among billions of galaxies.",0.43454211950302124
1733,1733,"Finally, in consciousness, our last redoubt, we were probably correct to believe that we had more of it than any creature on earth.",0.8393042683601379
1734,1734,But the mind that had once rebelled against the gods was about to dethrone itself by way of its own fabulous reach.,0.4832662045955658
1735,1735,"In the compressed version, we would devise a machine a little cleverer than ourselves, then set that machine to invent another that lay beyond our comprehension.",0.34413185715675354
1736,1736,What need then of us?,0.2686065137386322
1737,1737,"Such hot-air thoughts deserved a second, bigger balloon and I poured it.",0.4252225160598755
1738,1738,"Head propped in my right palm, I approached that ill-lit precinct where self-pity becomes a mellow pleasure.",0.5418702960014343
1739,1739,"I was a special case of the general banishment, though it was not Adam",0.49713605642318726
1740,1740,I was thinking of.,0.6740396618843079
1741,1741,He was not cleverer than me.,0.4007452428340912
1742,1742,Not yet.,0.4974500834941864
1743,1743,"No, my exile was for one night only and it gave a twist of sweet, bearable agony to a hopeless love.",0.850644588470459
1744,1744,"My shirt unbuttoned to the waist, all windows open, the urban romance of getting thoughtfully drunk amid the heat and dust and muted din of north Clapham, in a world city.",0.7757545709609985
1745,1745,The imbalance of our affair was heroic.,0.7531954646110535
1746,1746,I imagined an onlooker's approving gaze from a corner of the room.,0.3705882132053375
1747,1747,That well-formed figure slumped in his beaten-up chair.,0.6942346096038818
1748,1748,I rather loved myself.,0.7703412771224976
1749,1749,Someone had to.,0.349739670753479
1750,1750,"I rewarded myself with thoughts of her, mid-ecstasy, and considered the impersonal quality of her pleasures.",0.6739856004714966
1751,1751,"I was only good enough for her, as many men might be.",0.2237870693206787
1752,1752,"I refused the obvious, that her distance was the whip that drove my longing.",0.8079900741577148
1753,1753,But here was something strange.,0.46851852536201477
1754,1754,"Three days before, she had asked a mysterious question.",0.6707227230072021
1755,1755,"We were mid-embrace, in the conventional position.",0.8397712707519531
1756,1756,She drew my face towards hers.,0.5313577055931091
1757,1757,Her look was serious.,0.5666410326957703
1758,1758,"She whispered, ""Tell me something.",0.2749537229537964
1759,1759,"Are you real?""",0.3623560070991516
1760,1760,I did not reply.,0.7671196460723877
1761,1761,She turned her head away so that I saw her in profile as her eyes closed,0.680785596370697
1762,1762,and she lost herself once more in a maze of private pleasure.,0.9504337310791016
1763,1763,"Later that night, I asked her about it.",0.6215285658836365
1764,1764,Was I real?,0.2875906527042389
1765,1765,"Meaning did I really love her, or was I honest, or did I fit her needs so exactly that she might have dreamed me up?",0.532630980014801
1766,1766,I crossed the kitchen to pour the last of the wine.,0.6007958054542542
1767,1767,The broken fridge door handle needed a sharp sideways pull to engage its lock.,0.6636676788330078
1768,1768,"As my hand closed round the cold neck of the bottle, I heard a sound, a creak above my head.",0.507135808467865
1769,1769,I had lived long enough beneath Miranda's feet to know her steps and their precise direction.,0.290892094373703
1770,1770,She had moved across her bedroom and was hesitating in the threshold of her kitchen.,0.8037524223327637
1771,1771,I heard the murmur of her voice.,0.4374329149723053
1772,1772,No reply.,0.53169846534729
1773,1773,She took another two steps into the room.,0.36168670654296875
1774,1774,The next would bring her onto a floorboard that under pressure made a truncated quacking sound.,0.5891076922416687
1775,1775,"As I waited to hear it, Adam spoke.",0.4359152913093567
1776,1776,He pushed his chair back as he stood.,0.8658155202865601
1777,1777,If he was to take another step he would need to untether himself.,0.45001447200775146
1778,1778,This he must have achieved because it was his tread that landed on the noisy floorboard.,0.8194531798362732
1779,1779,"That meant they were standing less than a metre apart, but there was no sound until a minute had passed, and now it was footsteps, two sets, moving back towards the bedroom.",0.7995215654373169
1780,1780,I left the fridge door open because the sound of it closing would betray me.,0.6019120216369629
1781,1781,No choice but to shadow them into my bedroom.,0.41702529788017273
1782,1782,So I went and stood by my desk and listened.,0.399478554725647
1783,1783,"I reckoned I was right under her bed when I heard the murmur of her voice, a command.",0.42928066849708557
1784,1784,"She must have wanted air in the room, for Adam's steps tracked across the room towards the Victorian bay.",0.7823667526245117
1785,1785,Only one of its three windows opened.,0.5868151187896729
1786,1786,Even that one was hard to shift on a warm or rainy day.,0.6445800065994263
1787,1787,"The old wooden frames shrank or expanded, and something was wrong with the counterweight and hardened rope.",0.577416181564331
1788,1788,"Our age could devise a passable replica of a human mind, but there was no one in our neighbourhood to fix a sash window, though a few had tried.",0.26518046855926514
1789,1789,"And how was my mind as I stood directly below, in an identical bay, reproduced by the thousands in late-Victorian industrial-scale developments?",0.7106490731239319
1790,1790,They had spilled across the five-acre fields of hedgerow and boundary oaks that adorned the southern limits of London.,0.6301496624946594
1791,1791,"Not good--my mind, that is.",0.19199329614639282
1792,1792,"Embodied, it told all.",0.5776123404502869
1793,1793,"Shivering, moist, especially on the palms, raised pulse, in a state of elated anticipation.",0.8877002000808716
1794,1794,"Fear, self-doubt, fury.",0.4854048788547516
1795,1795,"In my bay, old fitted carpet, stained and worn since the mid-fifties, extended right to the skirting boards.",0.8224361538887024
1796,1796,"In Miranda's, the carpet gave way to bare boards that, two world wars back, must have been polished to a nut-brown gleam.",0.5624076128005981
1797,1797,"Some poor girl in white apron and mob cap, on all fours, waxed cloth in hand, never could have dreamed of the kind of being who would one day stand in the place where she crouched.",0.40119001269340515
1798,1798,"I heard him plant his feet on the old wood, I imagined him stooping to grip the window by the metal fixtures on its lower frame and heave upwards with the strength of four young men.",0.40647172927856445
1799,1799,There was a silence of straining resistance before the entire window shot upwards and hit the top casing with a rifle crack and a shattering of glass.,0.39598748087882996
1800,1800,My snort of delight could have given me away.,0.508175253868103
1801,1801,No shortage now of marginally cooler air filling the room.,0.7602262496948242
1802,1802,My glee faded as Adam's footsteps returned to where Miranda waited by the bed.,0.5582088232040405
1803,1803,"As he went towards her, it might have been an apology that he muttered.",0.627371609210968
1804,1804,"Here was the sound of her forgiving him, for her brief sentence was followed by the entwined mezzo and tenor of their laughter.",0.5919528007507324
1805,1805,"I had trailed after Adam and was once more by the bed, six feet under.",0.6913666725158691
1806,1806,He had the manual skills to undress her,0.3666106164455414
1807,1807,and he was undressing her now.,0.5066109299659729
1808,1808,What else would occupy their silence?,0.33747708797454834
1809,1809,I knew--of course I knew--that her mattress made no sound.,0.16521784663200378
1810,1810,"Futons, with their Japanese promise of a clean and simple life of stripped-back clarity, were the fashion then.",0.9236664772033691
1811,1811,"And I myself felt washed in clarity, senses cleansed as I stood in the dark and waited.",0.8326625227928162
1812,1812,"I could have run up the stairs and prevented them, burst into the bedroom like the clownish husband in an old seaside postcard.",0.6579881310462952
1813,1813,"But my situation had a thrilling aspect, not only of subterfuge and discovery, but of originality, of modern precedence, of being the first to be cuckolded by an artefact.",0.7586226463317871
1814,1814,"I was of my times, riding the breaking crest of the new, ahead of everyone in enacting that drama of displacement so frequently and gloomily predicted.",0.9091500043869019
1815,1815,"Another element of my passivity: even at this earliest moment, I knew I had brought the whole thing down on myself.",0.8549165725708008
1816,1816,But that was for later.,0.4394010901451111
1817,1817,"For now, despite the horror of betrayal, it was all too interesting",0.900856077671051
1818,1818,"and I could not stir from my role of eavesdropper, the blind voyeur, humiliated and alert.",0.5067819356918335
1819,1819,"It was my mind's eyes, or my heart's, that watched as Adam and Miranda lay down on the unyielding embrace of the futon and found the comfortable posture for a clasp of limbs.",0.6854071617126465
1820,1820,"I watched as she whisWhispered in his ear, but I did not hear the words.",0.28914621472358704
1821,1821,She had never whisWhispered in my ear at such times.,0.7286026477813721
1822,1822,I saw him kiss her--longer and deeper than I had ever kissed her.,0.36582618951797485
1823,1823,The arms that heaved up the window frame were tightly around her.,0.5816897749900818
1824,1824,Minutes later I almost looked away as he knelt with reverence to pleasure her with his tongue.,0.7394095659255981
1825,1825,"This was the celebrated tongue, wet and breathily warm, adept at uvulars and labials, that gave his speech its authenticity.",0.7167319655418396
1826,1826,"I watched, surprised by nothing.",0.3241526484489441
1827,1827,"He did not fully satisfy my beloved then, as I would have, but left her arching her slender back, eager for him as he arranged himself above her with smooth, slowloris formality, at which point my humiliation was complete.",0.396718293428421
1828,1828,I saw it all in the dark--men would be obsolete.,0.2116020917892456
1829,1829,I wanted to persuade myself that Adam felt nothing and could only imitate the motions of abandonment.,0.5365641713142395
1830,1830,That he could never know what we knew.,0.3608340322971344
1831,1831,But Alan Turing himself had often said and written in his youth that the moment we could not tell the difference in behaviour between machine and person was when we must confer humanity on the machine.,0.4886435866355896
1832,1832,So when the night air was suddenly penetrated by Miranda's extended ecstatic scream that taWhispered to a moan and then a stifled sob--all this,0.3350026607513428
1833,1833,I actually heard twenty minutes after the shattering of the window,0.5543491840362549
1834,1834,I hated him.,0.2975432872772217
1835,1835,"Early the following morning, for the first time in years, I tipped into my coffee a heaped spoon of sugar.",0.8955298662185669
1836,1836,"I watched the confined, nut-brown disc of fluid turn, then slow, in its clockwise motion, then lose all purpose in a chaotic swirl.",0.24083058536052704
1837,1837,"Tempting, but I resisted a metaphor for my own existence.",0.27757716178894043
1838,1838,I was trying to think,0.4005540609359741
1839,1839,and it was barely seven thirty.,0.6800614595413208
1840,1840,Soon Adam or Miranda or both would appear at my door.,0.3338775634765625
1841,1841,I wanted my thoughts and attitude in coherent form.,0.7334067821502686
1842,1842,"After a night of broken sleep, I was depressed as well as angry with myself, and determined not to appear so.",0.6172897219657898
1843,1843,"Miranda had kept her distance from me and so, by contemporary standards, a night with someone else, even something else, was not quite a betrayal.",0.550601065158844
1844,1844,"As for the ethical dimensions of Adam's behaviour, here was a history with a curious beginning.",0.2223535031080246
1845,1845,"It was during the miners' strike of twelve years before that self-driving cars first appeared on experimental sites, mostly disused airfields, where movie set designers had constructed imitation streets, motorway junctions and various hazards.",0.8213046193122864
1846,1846,"If artificial intelligence was to guide these vehicles safely home, what set of values or priorities should be assumed in the software?",0.1793479472398758
1847,1847,"Fortunately, in moral philosophy there already existed a wellexplored set of dilemmas known in the business as ""the trolley problem.",0.3947315812110901
1848,1848,The traffic is flowing nicely.,0.7714059948921204
1849,1849,On the pavement on your side of the road is a group of children.,0.39479756355285645
1850,1850,"Suddenly one of them, a child of eight, runs out across the road, right into your path.",0.403827041387558
1851,1851,there is a fraction of a second to make a decision--either mow the child down or swerve onto the crowded pavement or into the oncoming traffic and collide head on with a truck at a closing speed of eighty miles an hour.,0.3532956540584564
1852,1852,"you are alone, so that is fine, sacrifice or save yourself.",0.13437503576278687
1853,1853,What if your spouse and your two children are in the car?,0.16884353756904602
1854,1854,Too easy?,0.3328230082988739
1855,1855,"What if it is your only daughter, or your grandparents, or your pregnant daughter and your son-in-law, both in their midtwenties?",0.2860589623451233
1856,1856,Now take into account the occupants of the truck.,0.19516001641750336
1857,1857,A fraction of a second is more than enough time for a computer to give thorough consideration to all the issues.,0.4082038402557373
1858,1858,The decision will depend on the priorities ordered by the software.,0.6113350987434387
1859,1859,"While mounted policemen charged at miners, and manufacturing towns across the country began their long, sad descent in the because of free markets, the subject of robot ethics was born.",0.4770004451274872
1860,1860,"The international automobile industry consulted philosophers, judges, specialists in medical ethics, game theorists and parliamentary committees.",0.6491729617118835
1861,1861,"Then, in universities and research institutes, the subject expanded on its own.",0.8046481013298035
1862,1862,"Long before the hardware was available, professors and their postdocs devised software that conjured our best selves--tolerant, open-minded, considerate, free of all taint of scheming, malice or prejudice.",0.5098390579223633
1863,1863,"Theorists anticipated a refined artificial intelligence, guided by well-designed principles, that would learn by roaming over thousands, millions, of moral dilemmas.",0.23615629971027374
1864,1864,"Such intelligence could teach us how to be, how to be good.",0.11125542223453522
1865,1865,"Humans were ethically flawed--inconsistent, emotionally labile, prone to biases, to errors in cognition, many of which were selfserving.",0.23129905760288239
1866,1866,"Long before there was even a suitable lightweight battery to power an artificial human, or the elastic material to provide for its face a set of recognisable expressions, the software existed to make it decent and wise.",0.23694592714309692
1867,1867,"Before we had constructed a robot that could bend and tie an old man's shoelace for him, there was hope that our own creations would redeem us.",0.2237858772277832
1868,1868,"The life of the self-driving car was short, at least in its first manifestation, and its moral qualities were never really put to the test over time.",0.2946344017982483
1869,1869,Nothing proved more vividly the maxim that technology renders civilisation fragile than the great traffic paralyses of the late seventies.,0.3124289810657501
1870,1870,"By then, autonomous vehicles comprised seventeen per cent of the total.",0.7461559176445007
1871,1871,Who can forget that roasting rush-hour evening of the Manhattan Logjam?,0.34591102600097656
1872,1872,"Due to an exceptional solar pulse, many on-board radars failed at once.",0.6795278787612915
1873,1873,"Streets and avenues, bridges and tunnels were blocked and took days to untangle.",0.6520208120346069
1874,1874,"Nine months later, the similar Ruhr Jam in northern Europe caused a short economic downturn and prompted conspiracy theories.",0.6159511208534241
1875,1875,Teenage hackers with a lust for mayhem?,0.17151115834712982
1876,1876,"Or an aggressive, disordered, faraway nation with advanced hacking skills?",0.45878398418426514
1877,1877,"Or, my favourite, an unreconstructed automobile maker loathing the hot breath of the new?",0.4704791307449341
1878,1878,"Apart from our too-busy sun, no culprit was ever found.",0.4837477505207062
1879,1879,The world's religions and great literatures demonstrated clearly that we knew how to be good.,0.23240293562412262
1880,1880,"We set out our aspirations in poetry, prose and song, and we knew what to do.",0.6281428337097168
1881,1881,"The problem was in the enactment, consistently and en masse.",0.6691272854804993
1882,1882,What survived the temporary death of the autonomous car was a dream of redemptive robotic virtue.,0.47349050641059875
1883,1883,"Adam and his cohort were its early embodiment, so the user's manual implied.",0.40593650937080383
1884,1884,He was supposed to be my moral superior.,0.2693842053413391
1885,1885,I would never meet anyone better.,0.3791162967681885
1886,1886,"Had he been my friend, he would have been guilty of a cruel and terrible lapse.",0.3328142464160919
1887,1887,"The problem was that I had bought him, he was my expensive possession and it was not clear what his obligations to me were, beyond a vaguely assumed helpfulness.",0.4577651023864746
1888,1888,What does the slave owe to the owner?,0.13528189063072205
1889,1889,"Also, Miranda did not ""belong"" to me.",0.2693670690059662
1890,1890,This was clear.,0.8505829572677612
1891,1891,I could hear her tell me that I had no good because to feel betrayed.,0.2286437451839447
1892,1892,"But here was this other matter, which she and I had not yet discussed.",0.36017659306526184
1893,1893,Software engineers from the automobile industry may have helped with Adam's moral maps.,0.5393754243850708
1894,1894,But together we had contributed to his personality.,0.6098166108131409
