,vader_roll500,textblob_roll500,huliu_roll500,syuzhet_roll500,jockers_rinker_roll500,sentiword_roll500,senticnet_roll500
1803,0.0564328,0.05152,0.046,0.13240000000000002,0.1243,0.006777926190476197,0.413786
1804,0.0588148,0.05292,0.052,0.13790000000000002,0.1298,0.008277926190476197,0.418284
1805,0.0588148,0.05392,0.052,0.13790000000000002,0.1298,0.007527926190476197,0.41544
1806,0.0588148,0.05392,0.052,0.13790000000000002,0.1298,0.008277926190476197,0.416594
1807,0.0588148,0.05396,0.052,0.13790000000000002,0.1298,0.009152926190476198,0.41678200000000004
1808,0.0582684,0.05396,0.052,0.13740000000000002,0.1293,0.009152926190476198,0.412682
1809,0.0583564,0.05356,0.052,0.13890000000000002,0.1288,0.010902926190476198,0.414148
1810,0.059899799999999996,0.05280000000000001,0.058,0.14290000000000003,0.1328,0.011527926190476198,0.4183
1811,0.0607036,0.0528,0.06,0.14220000000000002,0.1321,0.010069592857142864,0.41815399999999997
1812,0.0620182,0.053,0.06,0.14270000000000002,0.1326,0.008882092857142863,0.41801599999999994
1813,0.0623626,0.0529,0.064,0.1454,0.13529999999999998,0.004132092857142863,0.42312
1814,0.0623626,0.05314,0.062,0.1469,0.13679999999999998,0.00629875952380953,0.424508
1815,0.0623626,0.052919999999999995,0.06,0.1464,0.13629999999999998,0.007882092857142862,0.419764
1816,0.0616402,0.052919999999999995,0.058,0.1454,0.13529999999999998,0.007132092857142862,0.42085199999999995
1817,0.062092,0.053919999999999996,0.058,0.14220000000000002,0.1321,0.004298759523809529,0.41818199999999994
1818,0.062092,0.052919999999999995,0.056,0.1404,0.13029999999999997,0.0049237595238095285,0.417734
1819,0.0629072,0.05316,0.056,0.1407,0.13060000000000002,0.0033195928571428624,0.42366400000000004
1820,0.0629072,0.05296,0.056,0.1395,0.12940000000000002,0.0025695928571428626,0.4233
1821,0.06354359999999999,0.05296,0.056,0.14,0.1279,0.005069592857142862,0.426954
1822,0.064863,0.05296,0.056,0.141,0.12890000000000001,0.004694592857142863,0.427468
1823,0.06531279999999999,0.052539999999999996,0.054,0.14420000000000002,0.13210000000000002,0.005736259523809529,0.429352
1824,0.067179,0.052539999999999996,0.058,0.14770000000000003,0.13360000000000002,0.00786125952380953,0.432088
1825,0.0671214,0.052539999999999996,0.062,0.15080000000000002,0.13670000000000002,0.01048625952380953,0.43093200000000004
1826,0.0671214,0.05264,0.062,0.151,0.1369,0.011279116666666672,0.42655800000000005
1827,0.06573359999999999,0.05304,0.07,0.1572,0.1431,0.014154116666666673,0.43695399999999995
1828,0.0651416,0.05304,0.068,0.1562,0.1421,0.014529116666666671,0.437646
1829,0.0634868,0.05304,0.068,0.1567,0.1426,0.014779116666666672,0.43780199999999997
1830,0.0634868,0.053200000000000004,0.068,0.1567,0.1426,0.01671661666666667,0.438096
1831,0.0634868,0.052399999999999995,0.068,0.158,0.1439,0.01640411666666667,0.44152199999999997
1832,0.0617856,0.05174,0.062,0.151,0.1369,0.01540411666666667,0.437682
1833,0.0617856,0.05174,0.062,0.1506,0.1365,0.01607078333333334,0.433938
1834,0.0614652,0.049940000000000005,0.062,0.1511,0.137,0.01732078333333334,0.434438
1835,0.061259799999999996,0.05018,0.062,0.1516,0.1375,0.019410069047619053,0.439286
1836,0.0604326,0.04956,0.054,0.14820000000000003,0.13410000000000002,0.02120173571428572,0.435616
1837,0.0604326,0.050760000000000007,0.056,0.14770000000000003,0.13360000000000002,0.02020173571428572,0.437064
1838,0.0604326,0.05096,0.056,0.1469,0.1328,0.018535069047619052,0.43640200000000007
1839,0.060979,0.05126,0.058,0.1495,0.1354,0.019868402380952385,0.43394
1840,0.060979,0.05126,0.058,0.1495,0.1354,0.018805902380952387,0.432418
1841,0.06152540000000001,0.05226,0.06,0.1525,0.1384,0.01868090238095239,0.43859
1842,0.0606472,0.05136,0.056,0.15009999999999998,0.136,0.018642102380952392,0.438354
1843,0.0615068,0.0522,0.052,0.1486,0.13450000000000004,0.01835043571428572,0.43881
1844,0.0628684,0.05296,0.056,0.1517,0.1396,0.019600435714285724,0.437336
1845,0.0626124,0.05324,0.054,0.1469,0.1348,0.019900435714285725,0.43557000000000007
1846,0.0636586,0.052640000000000006,0.06,0.15259999999999999,0.1405,0.023033769047619057,0.437814
1847,0.0621324,0.05164,0.06,0.15430000000000002,0.1422,0.021833769047619054,0.43471799999999994
1848,0.06296159999999999,0.05284,0.062,0.15630000000000002,0.1442,0.022083769047619054,0.43022200000000005
1849,0.06449160000000001,0.052840000000000005,0.066,0.15880000000000002,0.1467,0.023458769047619055,0.432322
1850,0.06449160000000001,0.052980000000000006,0.068,0.1616,0.1495,0.02250043571428572,0.433366
1851,0.06433720000000001,0.052919999999999995,0.066,0.1611,0.149,0.021537935714285722,0.434584
1852,0.0653464,0.053759999999999995,0.068,0.16140000000000002,0.14930000000000002,0.02270460238095239,0.433956
1853,0.0653464,0.05336,0.068,0.16240000000000002,0.15030000000000002,0.022871269047619054,0.43927799999999995
1854,0.06622720000000001,0.05422,0.07,0.164,0.1519,0.020371269047619052,0.43582600000000005
1855,0.06622720000000001,0.054560000000000004,0.07,0.1664,0.15430000000000002,0.020371269047619052,0.436198
1856,0.06593500000000001,0.05494,0.07,0.1652,0.15309999999999999,0.01905876904761905,0.43412
1857,0.066191,0.05518,0.074,0.16490000000000002,0.15280000000000002,0.024225435714285717,0.443822
1858,0.0665956,0.05552,0.076,0.1659,0.15380000000000002,0.023725435714285717,0.444704
1859,0.067191,0.055200000000000006,0.072,0.164,0.1519,0.021171269047619054,0.44645999999999997
1860,0.06877219999999999,0.05578,0.076,0.16750000000000004,0.1554,0.022784364285714294,0.448002
1861,0.0678728,0.055420000000000004,0.074,0.16390000000000002,0.15180000000000002,0.023492697619047626,0.44305399999999995
1862,0.0681918,0.05552,0.072,0.16240000000000002,0.15030000000000002,0.02177603095238096,0.43949600000000005
1863,0.0679734,0.05478,0.074,0.1623,0.1502,0.019984364285714293,0.436102
1864,0.0694102,0.05428,0.076,0.1663,0.1542,0.02104686428571429,0.438608
1865,0.0695732,0.05482,0.074,0.1648,0.15070000000000003,0.02129686428571429,0.44102800000000003
1866,0.07002660000000001,0.055080000000000004,0.08,0.1689,0.15480000000000002,0.020780197619047626,0.446442
1867,0.07136759999999999,0.05578,0.082,0.1719,0.15780000000000002,0.022280197619047627,0.448724
1868,0.07019579999999999,0.05532,0.08,0.1709,0.15680000000000002,0.02357603095238096,0.45434
1869,0.0714456,0.05528,0.08,0.1706,0.1565,0.023909364285714295,0.449948
1870,0.0699088,0.05568,0.08,0.1674,0.1533,0.022823164285714296,0.449488
1871,0.06890980000000001,0.05498,0.078,0.16479999999999997,0.1507,0.020236964285714292,0.444196
1872,0.066527,0.05466,0.074,0.161,0.1469,0.017841130952380962,0.442718
1873,0.064896,0.05380000000000001,0.072,0.15860000000000002,0.1445,0.013713264285714294,0.435888
1874,0.06292500000000001,0.053919999999999996,0.066,0.15400000000000003,0.1379,0.012269514285714295,0.428008
1875,0.062007400000000004,0.05378,0.064,0.1481,0.132,0.009415347619047628,0.42423
1876,0.0622128,0.054580000000000004,0.062,0.14479999999999998,0.12869999999999998,0.010582014285714293,0.424536
1877,0.061069000000000005,0.05496,0.062,0.1439,0.1278,0.00987368095238096,0.425728
1878,0.059023200000000005,0.05396,0.06,0.1435,0.1274,0.00862368095238096,0.425648
1879,0.060754800000000005,0.055020000000000006,0.066,0.14980000000000002,0.13369999999999999,0.01031118095238096,0.42994600000000005
1880,0.0601628,0.055020000000000006,0.068,0.1509,0.1348,0.010111180952380961,0.428654
1881,0.059359,0.05552,0.068,0.151,0.1349,0.00936118095238096,0.430286
1882,0.0594292,0.05582,0.066,0.1515,0.1354,0.008048680952380961,0.43478000000000006
1883,0.0592748,0.055600000000000004,0.066,0.1499,0.1354,0.00942368095238096,0.431288
1884,0.0603594,0.0563,0.068,0.1516,0.1371,0.010215347619047627,0.432286
1885,0.0593708,0.0557,0.072,0.1547,0.1402,0.012861180952380959,0.43424399999999996
1886,0.057751800000000006,0.05374,0.064,0.1477,0.1332,0.009298680952380959,0.432584
1887,0.0572594,0.053040000000000004,0.064,0.1462,0.1317,0.008155823809523817,0.435124
1888,0.0572594,0.053040000000000004,0.062,0.1447,0.1302,0.009405823809523817,0.43285
1889,0.0572594,0.053040000000000004,0.062,0.1447,0.1302,0.009280823809523817,0.430774
1890,0.05718,0.052539999999999996,0.066,0.1459,0.13240000000000002,0.009387966666666674,0.43241199999999996
1891,0.0542908,0.051680000000000004,0.066,0.1446,0.13110000000000002,0.011421300000000007,0.43888399999999994
1892,0.0534148,0.050940000000000006,0.064,0.144,0.1325,0.012712966666666674,0.443558
1893,0.052427,0.05054,0.064,0.1448,0.13329999999999997,0.010587966666666674,0.434178
1894,0.052427,0.05034,0.064,0.1438,0.13229999999999997,0.010837966666666674,0.433664
1895,0.053019,0.05034,0.064,0.1438,0.13229999999999997,0.011962966666666673,0.435062
1896,0.0520656,0.04874,0.062,0.1423,0.13079999999999997,0.011962966666666673,0.43295599999999995
1897,0.0547322,0.04872,0.066,0.1432,0.1337,0.011712966666666672,0.430334
1898,0.0537788,0.04872,0.064,0.1422,0.1327,0.0113915380952381,0.429736
1899,0.0535734,0.04868,0.06,0.1409,0.13140000000000002,0.007658204761904768,0.42286
1900,0.0524016,0.04818,0.056,0.1389,0.12940000000000002,0.003695704761904767,0.426346
1901,0.0506032,0.04718,0.052,0.1335,0.122,0.0011082047619047671,0.423418
1902,0.0506032,0.04748,0.052,0.13390000000000002,0.1224,0.0009832047619047673,0.42478
1903,0.0522574,0.047540000000000006,0.054,0.1354,0.1239,0.0032332047619047675,0.425502
1904,0.0511136,0.047540000000000006,0.052,0.13390000000000002,0.1224,0.0033582047619047676,0.422854
1905,0.049300800000000006,0.04564,0.046,0.1269,0.117,0.0065665380952381015,0.421424
1906,0.0502002,0.045840000000000006,0.046,0.1279,0.116,0.005066538095238101,0.420682
1907,0.0505064,0.047880000000000006,0.046,0.1279,0.116,0.003566538095238101,0.41808000000000006
1908,0.0495188,0.04888,0.044,0.12240000000000002,0.1105,0.002545704761904767,0.413582
1909,0.0495188,0.04996,0.044,0.12240000000000001,0.1105,0.002545704761904767,0.412902
1910,0.0501356,0.050559999999999994,0.044,0.12000000000000001,0.10809999999999999,0.0023345047619047665,0.414024
1911,0.051088999999999996,0.051059999999999994,0.046,0.1241,0.11220000000000001,0.002709504761904767,0.416764
1912,0.0496698,0.0514,0.048,0.1241,0.11220000000000001,0.0029595047619047667,0.417204
1913,0.0487164,0.051160000000000004,0.05,0.12310000000000001,0.11320000000000001,0.004334504761904767,0.419546
1914,0.0487508,0.05064,0.048,0.12200000000000001,0.11209999999999999,0.004813671428571433,0.42048399999999997
1915,0.0493428,0.05064,0.048,0.12350000000000001,0.11359999999999999,0.005397004761904766,0.420144
1916,0.050842599999999995,0.050760000000000007,0.054,0.1254,0.1175,0.009649871428571431,0.424236
1917,0.0513944,0.05086,0.054,0.1264,0.1185,0.011337371428571432,0.42882400000000004
1918,0.0509418,0.04986,0.05,0.1245,0.11660000000000001,0.012051657142857145,0.428558
1919,0.0509418,0.04986,0.05,0.124,0.11610000000000001,0.012551657142857145,0.428298
1920,0.050752000000000005,0.05046,0.05,0.1242,0.11630000000000001,0.01314094285714286,0.43320600000000004
1921,0.0520492,0.05046,0.054,0.1267,0.11880000000000002,0.012890942857142861,0.432384
1922,0.0520492,0.0499,0.054,0.1267,0.11880000000000002,0.01264094285714286,0.43282
1923,0.0502754,0.04914,0.05,0.12390000000000001,0.116,0.00857844285714286,0.426618
1924,0.051549199999999996,0.0488,0.05,0.1232,0.1153,0.0076409428571428606,0.420474
1925,0.0494052,0.04794,0.05,0.1217,0.1138,0.009349276190476192,0.41675799999999996
1926,0.0485384,0.047740000000000005,0.048,0.11970000000000001,0.1118,0.008720109523809525,0.418376
1927,0.0485384,0.047740000000000005,0.046,0.11950000000000001,0.1116,0.007636776190476193,0.4186079999999999
1928,0.0485384,0.047560000000000005,0.048,0.12,0.1121,0.006761776190476193,0.422862
1929,0.0474154,0.04736,0.046,0.118,0.1121,0.008845109523809526,0.419906
1930,0.046779,0.04736,0.044,0.1178,0.1119,0.008782609523809524,0.415898
1931,0.0476598,0.04872,0.044,0.1185,0.11259999999999999,0.004557609523809526,0.413632
1932,0.046742200000000005,0.0484,0.04,0.1149,0.109,0.0038076095238095266,0.412692
1933,0.048469200000000004,0.049019999999999994,0.044,0.11680000000000001,0.11090000000000001,0.003082609523809526,0.406816
1934,0.046605,0.04882,0.042,0.11380000000000001,0.10790000000000001,0.001957609523809526,0.40222399999999997
1935,0.0464506,0.048060000000000005,0.044,0.11270000000000001,0.10840000000000001,0.0008742761904761933,0.401404
1936,0.045416,0.048260000000000004,0.044,0.11030000000000001,0.106,-0.00025072380952380677,0.407232
1937,0.047166,0.049260000000000005,0.048,0.11650000000000002,0.1122,0.0030117761904761933,0.41183800000000004
1938,0.046323,0.049260000000000005,0.048,0.11600000000000002,0.1117,0.0030117761904761933,0.411792
1939,0.0470454,0.050260000000000006,0.052,0.11850000000000001,0.11419999999999998,0.0018242761904761933,0.412346
1940,0.0476818,0.05002,0.052,0.11950000000000001,0.11519999999999998,0.0022576095238095273,0.417248
1941,0.0491356,0.0513,0.056,0.12000000000000001,0.11569999999999998,0.0028826095238095274,0.42022200000000004
1942,0.048683,0.0511,0.056,0.12030000000000002,0.116,0.0025701095238095275,0.42027800000000004
1943,0.048683,0.05104,0.058,0.1213,0.117,0.0013617761904761937,0.421112
1944,0.047037999999999996,0.05005999999999999,0.054,0.11710000000000001,0.1128,0.0007367761904761939,0.42040799999999995
1945,0.0469476,0.05166,0.056,0.11860000000000001,0.1143,0.0022992761904761937,0.42386599999999997
1946,0.0477858,0.05116,0.058,0.12129999999999999,0.117,0.0038409428571428597,0.425918
1947,0.0477858,0.05122,0.058,0.12129999999999999,0.117,0.007174276190476192,0.429668
1948,0.0477858,0.050980000000000004,0.058,0.1213,0.117,0.009257609523809525,0.431436
1949,0.0470634,0.05028,0.058,0.1223,0.118,0.008507609523809526,0.42988
1950,0.0461458,0.05028,0.058,0.12000000000000001,0.11569999999999998,0.009174276190476192,0.426654
1951,0.0461458,0.05068,0.058,0.11880000000000002,0.1145,0.010174276190476192,0.42076800000000003
1952,0.04547040000000001,0.049280000000000004,0.058,0.1189,0.1146,0.010136776190476192,0.42138
1953,0.046889600000000003,0.04906,0.06,0.12090000000000001,0.1166,0.009574276190476192,0.42331399999999997
1954,0.046133600000000004,0.04836,0.056,0.1187,0.1144,0.0065742761904761925,0.416398
1955,0.04658620000000001,0.04836,0.056,0.1197,0.1154,0.006824276190476193,0.41982400000000003
1956,0.0457824,0.048780000000000004,0.056,0.1212,0.1169,0.005234990476190478,0.42071200000000003
1957,0.04506,0.04872,0.052,0.1197,0.1154,0.007047490476190477,0.420388
1958,0.045696400000000005,0.04872,0.052,0.1187,0.1144,0.0075117761904761925,0.42244600000000004
1959,0.0459474,0.04856,0.048,0.1164,0.1121,0.005324276190476192,0.42304200000000003
1960,0.0459474,0.04856,0.048,0.1144,0.1101,0.005074276190476192,0.424332
1961,0.0452674,0.04936,0.044,0.11380000000000001,0.1075,0.006488076190476193,0.42113799999999996
1962,0.0452674,0.04948,0.038,0.1116,0.10330000000000002,0.008404742857142858,0.421798
1963,0.0447674,0.04988,0.036,0.11000000000000001,0.10169999999999998,0.008404742857142858,0.421726
1964,0.0447674,0.049640000000000004,0.036,0.11170000000000001,0.1034,0.007029742857142858,0.42366
1965,0.045172000000000004,0.049640000000000004,0.038,0.1123,0.104,0.00786307619047619,0.424644
1966,0.045172000000000004,0.049640000000000004,0.038,0.1128,0.1045,0.007363076190476191,0.422622
1967,0.04557660000000001,0.04992,0.04,0.11220000000000001,0.1039,0.008196409523809525,0.422488
1968,0.04583260000000001,0.04992,0.04,0.11270000000000001,0.1044,0.007446409523809525,0.42151200000000005
1969,0.04578100000000001,0.049100000000000005,0.04,0.11270000000000001,0.1044,0.007858909523809524,0.423072
1970,0.045140599999999996,0.049,0.034,0.1077,0.0994,0.007101766666666667,0.418516
1971,0.045140599999999996,0.04954,0.036,0.1097,0.1014,0.006872600000000002,0.41765199999999997
1972,0.0440768,0.04954,0.034,0.1087,0.1004,0.0052476000000000024,0.417932
1973,0.04296199999999999,0.04814,0.032,0.1072,0.0989,0.004747600000000002,0.415984
1974,0.04296199999999999,0.04844,0.03,0.1085,0.1002,0.002747600000000002,0.413404
1975,0.043553999999999995,0.047979999999999995,0.034,0.11220000000000001,0.1039,0.005497600000000002,0.41629200000000005
1976,0.044276399999999994,0.047839999999999994,0.036,0.11320000000000001,0.10490000000000001,0.0062476000000000025,0.41609799999999997
1977,0.043900999999999996,0.048339999999999994,0.036,0.1136,0.10529999999999999,0.005747600000000002,0.415704
1978,0.043594799999999996,0.048339999999999994,0.036,0.1131,0.10479999999999999,0.004747600000000002,0.414042
1979,0.043594799999999996,0.04891999999999999,0.038,0.11470000000000001,0.1064,0.005122600000000002,0.41561200000000004
1980,0.0434108,0.04891999999999999,0.04,0.11410000000000001,0.10579999999999999,0.005122600000000002,0.41379
1981,0.0448562,0.04962,0.042,0.11660000000000001,0.1083,0.0052476000000000024,0.415606
1982,0.044689200000000005,0.04982,0.042,0.11660000000000001,0.1083,0.0052476000000000024,0.414632
1983,0.044989400000000006,0.050620000000000005,0.044,0.11660000000000001,0.1083,0.0038601000000000017,0.415496
1984,0.044108600000000005,0.04802,0.04,0.1131,0.1065,0.0032976000000000017,0.41502200000000006
1985,0.0445132,0.046919999999999996,0.04,0.1121,0.10719999999999999,0.0028601000000000017,0.414438
1986,0.0445132,0.04751999999999999,0.04,0.11230000000000001,0.1074,0.002972100000000002,0.415512
1987,0.0445132,0.04751999999999999,0.04,0.11230000000000001,0.1074,0.003930433333333336,0.41886
1988,0.0445132,0.04751999999999999,0.04,0.11350000000000002,0.10859999999999999,0.003430433333333336,0.419844
1989,0.0438768,0.04751999999999999,0.036,0.11250000000000002,0.1056,0.003097100000000002,0.41736199999999996
1990,0.0413586,0.04564,0.032,0.1077,0.1008,0.002097100000000002,0.40910199999999997
1991,0.04076660000000001,0.046220000000000004,0.03,0.1072,0.1003,-0.001777899999999998,0.41057
1992,0.04076660000000001,0.046220000000000004,0.032,0.1077,0.1008,0.000347100000000002,0.409252
1993,0.04076660000000001,0.046220000000000004,0.032,0.1077,0.1008,0.000472100000000002,0.409312
1994,0.043337600000000004,0.04766,0.04,0.1134,0.1065,0.003138766666666668,0.409352
1995,0.04439100000000001,0.049460000000000004,0.042,0.1139,0.107,0.002888766666666668,0.40964399999999995
1996,0.046036,0.05126000000000001,0.046,0.1169,0.11,0.004513766666666668,0.412774
1997,0.046869600000000004,0.051460000000000006,0.044,0.1154,0.1085,0.0021665444444444455,0.414516
1998,0.0496006,0.05306,0.052,0.12060000000000001,0.11370000000000001,0.003145711111111113,0.420266
1999,0.0506218,0.05392,0.054,0.12160000000000001,0.1147,0.0035207111111111135,0.42489200000000005
2000,0.0512796,0.05552,0.056,0.12250000000000001,0.1156,0.005104044444444446,0.42358200000000007
2001,0.051191600000000004,0.05722,0.06,0.12380000000000001,0.1169,0.006345711111111112,0.42945
2002,0.05154739999999999,0.05576,0.06,0.1233,0.1164,0.007595711111111112,0.42684000000000005
2003,0.0517528,0.056159999999999995,0.06,0.12400000000000001,0.11710000000000001,0.01022071111111111,0.428484
2004,0.0521086,0.05554,0.06,0.12580000000000002,0.11889999999999999,0.009845711111111112,0.43323
2005,0.0521602,0.055119999999999995,0.06,0.12780000000000002,0.12090000000000001,0.009720711111111112,0.43520800000000004
2006,0.053244799999999995,0.05632,0.058,0.1282,0.1213,0.009470711111111111,0.43583999999999995
2007,0.053016200000000006,0.05602,0.052,0.12910000000000002,0.11819999999999999,0.008741544444444445,0.433894
2008,0.051150400000000006,0.05596,0.048,0.12480000000000001,0.11389999999999999,0.007574877777777778,0.431592
2009,0.051150400000000006,0.055760000000000004,0.048,0.12480000000000001,0.1139,0.00934987777777778,0.43186
2010,0.05203120000000001,0.05556,0.048,0.12510000000000002,0.1142,0.010120711111111113,0.43188
2011,0.0534708,0.0564,0.048,0.1293,0.11839999999999999,0.00978737777777778,0.436508
2012,0.0524378,0.05604,0.046,0.128,0.11710000000000001,0.00953737777777778,0.43612
2013,0.05078440000000001,0.05644,0.048,0.129,0.1181,0.010837377777777778,0.439164
2014,0.051702000000000005,0.05644,0.052,0.1295,0.1186,0.01143737777777778,0.44314
2015,0.0525378,0.05788,0.058,0.1327,0.1218,0.012479044444444446,0.439302
2016,0.0525378,0.05816,0.058,0.1335,0.1226,0.011729044444444444,0.439072
2017,0.0541828,0.0585,0.066,0.13920000000000002,0.12829999999999997,0.013354044444444444,0.444442
2018,0.0546036,0.059980000000000006,0.062,0.13660000000000003,0.1257,0.011642844444444442,0.446822
2019,0.0546036,0.059980000000000006,0.062,0.13660000000000003,0.1257,0.012642844444444442,0.443466
2020,0.0549266,0.0597,0.062,0.13710000000000003,0.1262,0.013726177777777777,0.440842
2021,0.0550166,0.06008,0.06,0.13210000000000002,0.12329999999999999,0.012267844444444443,0.44204000000000004
2022,0.0527364,0.06008,0.056,0.127,0.11819999999999999,0.009184511111111111,0.440192
2023,0.0535706,0.06042,0.056,0.1295,0.11869999999999999,0.009663677777777777,0.436808
2024,0.05367380000000001,0.06042,0.058,0.131,0.12019999999999999,0.010642844444444443,0.44064800000000004
2025,0.054845000000000005,0.06156,0.062,0.1366,0.1258,0.01005951111111111,0.44437
2026,0.053730200000000006,0.06156,0.06,0.1346,0.1238,0.009826177777777776,0.44287
2027,0.053730200000000006,0.06156,0.062,0.1351,0.1243,0.009326177777777776,0.44415000000000004
2028,0.053093800000000003,0.06156,0.06,0.1331,0.12229999999999999,0.009576177777777776,0.44339200000000006
2029,0.05233020000000001,0.061759999999999995,0.058,0.1316,0.12079999999999999,0.010826177777777776,0.441488
2030,0.051422800000000005,0.06136,0.06,0.13190000000000002,0.12110000000000001,0.012951177777777776,0.444304
2031,0.050848199999999996,0.061200000000000004,0.06,0.1327,0.12190000000000001,0.012326177777777775,0.444614
2032,0.0515706,0.060540000000000004,0.062,0.13300000000000003,0.1222,0.012026177777777775,0.44873399999999997
2033,0.051185800000000004,0.060700000000000004,0.058,0.13200000000000003,0.1212,0.014463677777777776,0.44655600000000006
2034,0.0511318,0.058300000000000005,0.058,0.13200000000000003,0.1212,0.013331733333333332,0.44458800000000004
2035,0.050144,0.058300000000000005,0.056,0.1307,0.1199,0.011706733333333332,0.441306
2036,0.05053440000000001,0.058300000000000005,0.054,0.12950000000000003,0.1187,0.012706733333333333,0.438848
2037,0.050637600000000005,0.058300000000000005,0.054,0.13000000000000003,0.1192,0.012269233333333332,0.441114
2038,0.049756800000000004,0.0575,0.052,0.12610000000000002,0.11530000000000001,0.012915066666666666,0.43989999999999996
2039,0.050637600000000005,0.058460000000000005,0.058,0.12830000000000003,0.1175,0.010727566666666665,0.437968
2040,0.050637600000000005,0.05914,0.06,0.12990000000000002,0.11910000000000001,0.010602566666666667,0.435338
2041,0.051518400000000006,0.05946,0.064,0.13279999999999997,0.122,0.012477566666666667,0.435268
2042,0.051518400000000006,0.05946,0.064,0.13279999999999997,0.122,0.011727566666666666,0.43435199999999996
2043,0.051518400000000006,0.05946,0.064,0.13279999999999997,0.122,0.011727566666666666,0.43587200000000004
2044,0.051518400000000006,0.05976,0.062,0.132,0.1212,0.012477566666666667,0.43458600000000003
2045,0.0508232,0.05876,0.06,0.13260000000000002,0.1218,0.013352566666666666,0.43749199999999994
2046,0.049059399999999996,0.05876,0.052,0.12580000000000002,0.115,0.013352566666666666,0.43767399999999995
2047,0.0474904,0.05716,0.05,0.12430000000000001,0.1135,0.010977566666666666,0.435346
2048,0.0476618,0.05636000000000001,0.048,0.12430000000000001,0.1115,0.009852566666666666,0.433712
2049,0.0476618,0.056960000000000004,0.048,0.12360000000000002,0.1108,0.0091859,0.435758
2050,0.048833600000000005,0.05796,0.05,0.1246,0.1118,0.0085609,0.43748600000000004
2051,0.049854800000000005,0.05796,0.052,0.12510000000000002,0.1143,0.0103109,0.436584
2052,0.049854800000000005,0.05796,0.052,0.12430000000000001,0.1135,0.0106609,0.43498200000000004
2053,0.0494022,0.057760000000000006,0.052,0.12430000000000001,0.1135,0.0114109,0.434276
2054,0.0494022,0.057760000000000006,0.052,0.1245,0.1137,0.0126609,0.436084
2055,0.0480828,0.05656,0.052,0.12290000000000001,0.11209999999999999,0.012410899999999999,0.434764
2056,0.047382200000000006,0.055560000000000005,0.05,0.12020000000000002,0.10940000000000001,0.0127859,0.43499400000000005
2057,0.048632,0.055760000000000004,0.052,0.1194,0.10859999999999999,0.0132859,0.434016
2058,0.04935440000000001,0.05616,0.052,0.12110000000000001,0.1103,0.012535899999999999,0.43526000000000004
2059,0.0477732,0.05486,0.048,0.11730000000000002,0.1065,0.012852566666666666,0.43186599999999997
2060,0.0467358,0.05644,0.046,0.11530000000000001,0.1045,0.011310899999999999,0.42964
2061,0.0453166,0.056,0.042,0.1121,0.0993,0.009060899999999998,0.42654000000000003
2062,0.047019200000000004,0.057339999999999995,0.044,0.1159,0.1031,0.008685899999999998,0.426454
2063,0.045904400000000005,0.057339999999999995,0.04,0.1139,0.1011,0.008935899999999998,0.42813000000000007
2064,0.045904400000000005,0.05758,0.042,0.1144,0.1016,0.008810899999999998,0.428516
2065,0.045904400000000005,0.05758,0.042,0.1144,0.1016,0.008060899999999998,0.430072
2066,0.0455486,0.05792,0.04,0.1124,0.0996,0.007852566666666665,0.431456
2067,0.0437562,0.05732,0.032,0.10690000000000001,0.09409999999999999,0.005852566666666665,0.426178
2068,0.0434004,0.05632,0.03,0.10510000000000001,0.0923,0.0057900666666666645,0.419928
2069,0.0427204,0.05466,0.028,0.1035,0.0907,0.00765435238095238,0.421938
2070,0.0434428,0.05536,0.03,0.1045,0.0917,0.006654352380952379,0.42067800000000005
2071,0.0434428,0.05536,0.03,0.1037,0.09090000000000001,0.006654352380952379,0.419074
2072,0.042455,0.05466,0.03,0.10310000000000001,0.0903,0.0057853047619047596,0.420066
2073,0.0435914,0.05466,0.03,0.10629999999999999,0.0935,0.00528530476190476,0.420144
2074,0.0412096,0.053399999999999996,0.022,0.1018,0.089,0.004089471428571426,0.414686
2075,0.042241,0.0514,0.02,0.1008,0.088,0.005739471428571425,0.41777600000000004
2076,0.041187600000000005,0.0514,0.02,0.09860000000000001,0.08580000000000002,0.004781138095238092,0.419926
2077,0.0421754,0.05148,0.02,0.09970000000000001,0.0869,0.006010304761904759,0.419912
2078,0.04344920000000001,0.052539999999999996,0.024,0.10120000000000001,0.0884,0.0055728047619047595,0.418682
2079,0.042108200000000005,0.052539999999999996,0.024,0.09870000000000002,0.0879,0.00582280476190476,0.41788200000000003
2080,0.0425608,0.05294,0.024,0.09910000000000001,0.0883,0.00547280476190476,0.41831999999999997
2081,0.043429999999999996,0.054939999999999996,0.028,0.1013,0.0925,0.009312090476190473,0.42232000000000003
2082,0.0416468,0.053399999999999996,0.028,0.1025,0.0937,0.004728757142857142,0.41179000000000004
2083,0.0416468,0.05348,0.026,0.1017,0.09090000000000001,0.004041257142857142,0.408432
2084,0.0411742,0.05212,0.026,0.09960000000000001,0.0898,8.292380952380851e-05,0.401628
2085,0.039356999999999996,0.0515,0.024,0.09490000000000001,0.08510000000000001,0.0030829238095238087,0.39904199999999995
2086,0.040120600000000006,0.0515,0.024,0.09540000000000001,0.08560000000000001,0.0034579238095238086,0.39852
2087,0.0388468,0.0505,0.022,0.09390000000000001,0.08410000000000001,0.0019579238095238085,0.396642
2088,0.0383942,0.049839999999999995,0.022,0.09390000000000001,0.08410000000000001,0.0012079238095238085,0.397824
